time,dB(SPL)
45,25.57507
83,28.29947
133,25.57507
183,27.60422
233,51.43418
283,56.77698
333,58.26568
383,63.54496
433,59.06553
483,58.04006
533,55.08697
583,51.15014
633,58.61898
684,60.91428
732,62.03494
783,60.46505
833,55.11750
882,41.43764
933,38.27628
984,35.11750
1044,61.32652
1083,75.88418
1133,76.51761
1182,77.40105
1232,76.11953
1282,70.80659
1333,68.71370
1383,59.39763
1433,56.73913
1483,57.93052
1532,58.28686
1583,59.36966
1633,56.43027
1683,45.57507
1732,29.24796
1783,31.36403
1833,41.51094
1883,42.79758
1933,33.25516
1983,52.84929
2032,50.65509
2117,52.06289
2134,46.06392
2183,45.00840
2233,34.15140
2282,41.93820
2332,40.17200
2383,40.82785
2433,41.72720
2483,42.60668
2532,42.41148
2582,41.36372
2632,36.52150
2682,49.51342
2732,51.10189
2783,48.91208
2833,39.46256
2883,34.80725
2933,29.54243
2983,35.84783
3033,30.62958
3096,39.82452
3133,36.39088
3184,39.36966
3232,50.39656
3284,43.52183
3333,39.27576
3383,37.84189
3433,52.72976
3483,66.98555
3533,67.77978
3583,69.78792
3633,66.69711
3682,62.75341
3733,60.07782
3783,48.65939
3833,50.47493
3883,50.13010
3932,50.29096
3983,58.76038
4032,46.36127
4096,31.59567
4134,30.62958
4183,42.27887
4233,35.98681
4283,49.71443
4333,75.18580
4387,74.08987
4432,74.14288
4483,79.44220
4532,72.75580
4582,63.00284
4633,70.15981
4683,80.36485
4733,69.33439
4783,59.79789
4833,69.79636
4883,74.68799
4933,66.49388
4983,63.59678
5033,66.58389
5083,82.63109
5146,86.56311
5183,69.72578
5233,65.71115
5283,63.10064
5335,70.49052
5383,59.65447
5433,54.06583
5483,52.40272
5533,56.44336
5583,57.62769
5633,55.23856
5683,57.32575
5733,52.14910
5783,54.82303
5832,56.23150
5883,59.02675
5933,55.84783
5983,59.46256
6032,54.80725
6083,53.49722
6152,53.33036
6183,58.11592
6233,54.15140
6283,53.57037
6333,59.11376
6382,53.55214
6433,54.93268
6483,60.53067
6534,63.78419
6584,71.91874
6633,70.99232
6683,69.60589
6733,84.19512
6783,82.76100
6833,84.63347
6883,88.25559
6932,86.50744
6983,80.81600
7032,69.74277
7083,67.72641
7144,59.69055
7184,69.52213
7233,56.78956
7283,45.20143
7333,52.58819
7384,55.28352
7433,49.74277
