time,strength,level,source
46,99,4,gsm
1045,99,4,gsm
5147,99,4,gsm
8148,99,4,gsm
10200,99,4,gsm
14199,99,4,gsm
17247,99,4,gsm
20346,99,4,gsm
22398,99,4,gsm
25399,99,4,gsm
28444,99,4,gsm
32444,99,4,gsm
35445,99,4,gsm
37447,99,4,gsm
40496,99,4,gsm
43596,99,4,gsm
46657,99,4,gsm
49644,99,4,gsm
52647,99,4,gsm
