time,azimuth
46,86
83,86
133,74
184,80
233,62
283,75
333,63
384,74
434,65
483,72
534,76
584,69
633,75
684,71
733,68
783,69
833,70
883,68
933,76
984,68
1045,69
1083,65
1134,70
1183,70
1233,68
1283,68
1333,59
1384,76
1433,72
1484,68
1533,67
1583,65
1633,66
1684,70
1733,70
1784,69
1833,68
1883,71
1933,68
1984,69
2033,73
2117,68
2134,69
2183,66
2234,70
2283,73
2333,72
2383,70
2433,76
2484,66
2533,66
2583,78
2633,70
2683,73
2733,68
2784,66
2833,71
2883,65
2933,65
2983,71
3034,71
3097,72
3133,68
3185,71
3233,73
3284,70
3333,67
3383,70
3434,69
3484,72
3533,69
3583,66
3633,71
3683,71
3734,73
3784,67
3833,69
3883,67
3932,67
3984,63
4033,74
4097,57
4135,60
4184,68
4234,69
4283,62
4333,68
4388,68
4433,62
4483,66
4533,67
4583,58
4633,62
4684,58
4734,57
4784,44
4833,63
4883,56
4933,28
4983,23
5034,22
5084,-52
5146,-111
5183,-113
5233,-118
5284,-114
5335,-120
5383,-149
5433,-46
5483,-58
5533,-52
5584,-71
5633,-75
5683,-81
5733,-73
5783,-67
5833,-68
5883,-70
5934,-75
5984,-79
6033,-72
6083,-77
6153,-61
6183,-42
6233,-49
6284,-57
6333,-94
6383,-106
6433,-100
6484,-101
6534,-98
6584,-115
6634,-107
6683,-87
6734,72
6784,-68
6833,62
6884,90
6933,80
6984,70
7033,76
7083,101
7145,73
7184,75
7234,75
7284,74
7333,57
7384,63
7434,49
7483,43
7533,36
7583,40
7633,-168
7684,-141
7733,-133
7784,-133
7834,-151
7883,-77
7934,-87
7983,-84
8033,-79
8086,-97
8148,-84
8183,-78
8233,-77
8284,-70
8333,-62
8383,-51
8433,-27
8484,-37
8533,-55
8583,-82
8633,-117
8684,165
8733,80
8784,70
8833,66
8884,71
8933,78
8984,63
9033,50
9084,63
9134,75
9198,71
9233,61
9285,64
9333,64
9383,60
9433,52
9483,62
9533,63
9583,69
9633,133
9683,-155
9733,-153
9784,-132
9833,-155
9884,-149
9933,-133
9984,-70
10033,-85
10083,-96
10133,-88
10200,-82
10234,-88
10283,-83
10333,-73
10383,-92
10433,-74
10483,-66
10533,-58
10584,-73
10633,-45
10683,-29
10733,-53
10784,13
10833,57
10883,56
10934,65
10984,70
11033,69
11083,77
11134,94
11197,71
11234,82
11284,75
11333,71
11384,47
11433,33
11484,77
11533,-55
11585,-145
11634,-153
11684,-162
11734,-145
11784,-54
11833,-89
11884,-65
11933,-63
11983,-66
12034,-69
12087,-65
12133,-68
12196,-77
12234,-69
12284,-69
12334,-43
12383,-41
12433,-10
12484,-28
12533,48
12583,102
12633,132
12684,106
12734,82
12784,91
12833,60
12883,59
12933,60
12983,64
13033,55
13083,54
13133,80
13196,113
13234,170
13283,-152
13333,-131
13383,-177
13433,-166
13483,-68
13533,-81
13583,-72
13633,-93
13685,-65
13733,-62
13784,-59
13833,-60
13883,-50
13934,-45
13984,-39
14034,-44
14084,-48
14134,174
14199,93
14245,82
14283,174
14333,84
14383,67
14433,66
14483,100
14533,74
14583,98
14634,68
14683,73
14734,68
14783,89
14833,157
14883,-161
14934,-127
14984,-155
15033,-161
15083,-129
15133,-88
15196,-116
15233,-88
15284,-81
15334,-76
15383,-62
15433,-62
15483,-37
15533,-50
15582,-33
15634,-118
15684,132
15734,-81
15783,67
15833,151
15884,75
15933,50
15984,54
16034,66
16085,71
16134,72
16183,79
16243,75
16283,57
16333,67
16383,53
16433,48
16483,159
16533,-150
16583,-141
16633,-173
16684,-158
16733,-129
16784,-32
16833,-100
16883,-73
16934,-78
16983,-67
17034,-63
17085,-60
17134,-60
17184,-37
17246,-27
17284,-37
17334,87
17384,98
17433,101
17483,81
17533,61
17583,49
17634,49
17684,87
17733,101
17784,66
17837,68
17883,53
17933,48
17983,34
18033,38
18083,-98
18133,-132
18184,-55
18234,132
18323,173
18337,177
18384,-48
18433,-72
18483,-68
18533,-66
18583,-62
18633,-64
18683,-62
18733,-30
18783,-28
18834,-14
18885,164
18933,77
18984,77
19033,122
19083,143
19134,-150
19183,115
19234,85
19283,97
19348,112
19384,108
19434,66
19483,80
19534,43
19583,8
19634,179
19684,-149
19733,-147
19784,160
19837,143
19884,-57
19933,-63
19984,-46
20035,-45
20085,-43
20133,-85
20184,-70
20235,-59
20283,-44
20346,-39
20384,-51
20433,-166
20483,102
20533,44
20583,-13
20633,-63
20683,-55
20734,-68
20784,-68
20834,-107
20884,-118
20932,-124
20982,-132
21033,-136
21083,-143
21133,-142
21184,-145
21235,-150
21283,-127
21335,-134
21395,-133
21436,-143
21483,-148
21533,-154
21583,-116
21633,-7
21683,11
21733,123
21784,120
21834,-65
21883,75
21932,82
21984,110
22034,115
22084,112
22134,111
22184,141
22234,40
22286,108
22334,21
22398,18
22437,17
22484,-36
22533,-144
22583,-115
22633,-116
22685,-133
22734,-103
22783,-115
22832,-109
22883,-117
22933,-119
22983,-108
23033,-97
23084,-106
23134,-109
23184,-74
23234,-38
23284,-18
23334,96
23395,130
23433,104
23483,108
23533,5
23584,89
23634,100
23683,80
23733,84
23784,89
23833,99
23884,73
23934,108
23984,30
24034,14
24084,13
24132,-62
24183,-144
24232,-132
24283,-127
24333,-117
24396,-115
24433,-118
24483,-105
24534,-113
24584,-112
24634,-53
24683,-34
24733,-70
24783,-4
24833,10
24883,107
24933,90
24983,53
25034,137
25084,96
25134,85
25185,84
25233,90
25283,100
25333,81
25398,87
25433,47
25485,51
25533,35
25583,17
25633,-4
25683,-15
25733,-139
25783,-138
25834,-122
25883,-113
25934,-104
25983,-104
26034,-101
26083,-103
26133,-82
26184,-85
26234,-63
26284,10
26334,22
26411,108
26435,103
26483,96
26533,118
26583,119
26633,83
26683,94
26733,37
26784,104
26836,93
26889,46
26934,93
26984,32
27034,26
27083,30
27134,33
27183,108
27234,171
27283,-128
27334,-105
27396,-110
27434,-101
27483,-114
27533,-12
27584,-65
27633,36
27685,-39
27739,-38
27783,111
27833,105
27884,108
27933,117
27983,95
28034,105
28082,111
28132,71
28184,96
