time,steps
46,722
1045,723
2118,724
8149,725
11197,726
12196,728
13197,729
14199,731
15196,732
16243,733
17247,735
18323,738
19348,739
20346,741
21395,742
22398,744
23396,746
24396,747
25399,748
26411,749
27396,751
28444,752
29446,754
30445,755
31447,756
32444,758
33444,759
34446,760
35445,762
36446,763
37447,764
38466,767
39451,768
40496,769
41496,771
42572,772
43597,774
44597,775
45595,776
46658,778
47645,779
48644,781
49645,782
50659,783
51644,785
52647,786
