time,strength,level,source
741,99,3,gsm
3721,99,3,gsm
4739,99,3,gsm
8744,99,3,gsm
11727,99,3,gsm
13722,99,3,gsm
18825,99,4,gsm
19874,99,4,gsm
23921,99,4,gsm
