time,distance
13,5.00000
60,5.00000
110,5.00000
160,5.00000
210,5.00000
260,5.00000
310,5.00000
360,5.00000
410,5.00000
460,5.00000
510,5.00000
560,5.00000
610,5.00000
660,5.00000
741,5.00000
760,5.00000
810,5.00000
860,5.00000
910,5.00000
959,5.00000
1009,5.00000
1060,5.00000
1113,5.00000
1160,5.00000
1210,5.00000
1260,5.00000
1310,5.00000
1360,5.00000
1409,5.00000
1460,5.00000
1510,5.00000
1560,5.00000
1615,5.00000
1661,5.00000
1721,5.00000
1760,5.00000
1810,5.00000
1860,5.00000
1911,5.00000
1966,5.00000
2010,5.00000
2061,5.00000
2111,5.00000
2160,5.00000
2211,5.00000
2260,5.00000
2310,5.00000
2361,5.00000
2410,5.00000
2460,5.00000
2510,5.00000
2563,5.00000
2610,5.00000
2660,5.00000
2723,5.00000
2761,5.00000
2810,5.00000
2860,5.00000
2911,5.00000
2960,5.00000
3011,5.00000
3063,5.00000
3116,5.00000
3160,5.00000
3210,5.00000
3260,5.00000
3311,5.00000
3360,5.00000
3412,5.00000
3461,5.00000
3510,5.00000
3560,5.00000
3610,5.00000
3662,5.00000
3721,5.00000
3760,5.00000
3811,5.00000
3860,5.00000
3912,5.00000
3962,5.00000
4011,5.00000
4060,5.00000
4110,5.00000
4160,5.00000
4211,5.00000
4260,5.00000
4310,5.00000
4360,5.00000
4411,5.00000
4460,5.00000
4510,5.00000
4560,5.00000
4610,5.00000
4660,5.00000
4739,5.00000
4760,5.00000
4810,5.00000
4860,5.00000
4911,5.00000
4960,5.00000
5010,5.00000
5060,5.00000
5110,5.00000
5160,5.00000
5212,5.00000
5260,5.00000
5311,5.00000
5361,5.00000
5410,5.00000
5461,5.00000
5510,5.00000
5560,5.00000
5610,5.00000
5660,5.00000
5722,5.00000
5760,5.00000
5811,5.00000
5860,5.00000
5910,5.00000
5960,5.00000
6010,5.00000
6060,5.00000
6110,5.00000
6161,5.00000
6210,5.00000
6261,5.00000
6310,5.00000
6360,5.00000
6410,5.00000
6460,5.00000
6510,5.00000
6560,5.00000
6610,5.00000
6661,5.00000
6721,5.00000
6760,5.00000
6811,5.00000
6860,5.00000
6911,5.00000
6960,5.00000
7011,5.00000
7062,5.00000
7117,5.00000
7160,5.00000
7210,5.00000
7262,5.00000
7310,5.00000
7360,5.00000
7410,5.00000
7461,5.00000
7511,5.00000
7560,5.00000
7610,5.00000
7665,5.00000
7727,5.00000
7761,5.00000
7810,5.00000
7861,5.00000
7910,5.00000
7960,5.00000
8011,5.00000
8060,5.00000
8111,5.00000
8161,5.00000
8210,5.00000
8260,5.00000
8310,5.00000
8361,5.00000
8410,5.00000
8461,5.00000
8510,5.00000
8562,5.00000
8610,5.00000
8663,5.00000
8744,5.00000
8764,5.00000
8815,5.00000
8860,5.00000
8910,5.00000
8960,5.00000
9010,5.00000
9061,5.00000
9111,5.00000
9160,5.00000
9211,5.00000
9260,5.00000
9311,5.00000
9363,5.00000
9411,5.00000
9463,5.00000
9511,5.00000
9560,5.00000
9610,5.00000
9661,5.00000
9721,5.00000
9763,5.00000
9811,5.00000
9860,5.00000
9910,5.00000
9961,5.00000
10010,5.00000
10061,5.00000
10112,5.00000
10161,5.00000
10211,5.00000
10262,5.00000
10312,5.00000
10361,5.00000
10411,5.00000
10460,5.00000
10511,5.00000
10561,5.00000
10610,5.00000
10662,5.00000
10726,5.00000
10760,5.00000
10811,5.00000
10860,5.00000
10911,5.00000
10960,5.00000
11010,5.00000
11060,5.00000
11110,5.00000
11161,5.00000
11211,5.00000
11261,5.00000
11310,5.00000
11360,5.00000
11410,5.00000
11460,5.00000
11511,5.00000
11561,5.00000
11612,5.00000
11666,5.00000
11726,5.00000
11761,5.00000
11810,5.00000
11860,5.00000
11911,5.00000
11960,5.00000
12011,5.00000
12060,5.00000
12111,5.00000
12160,5.00000
12210,5.00000
12265,5.00000
12312,5.00000
12361,5.00000
12410,5.00000
12461,5.00000
12510,5.00000
12560,5.00000
12610,5.00000
12661,5.00000
12756,5.00000
12763,5.00000
12811,5.00000
12860,5.00000
12910,5.00000
12961,5.00000
13010,5.00000
13060,5.00000
13110,5.00000
13160,5.00000
13210,5.00000
13261,5.00000
13312,5.00000
13361,5.00000
13410,5.00000
13460,5.00000
13511,5.00000
13560,5.00000
13610,5.00000
13660,5.00000
13722,5.00000
13762,5.00000
13810,5.00000
13860,5.00000
13910,5.00000
13960,5.00000
14010,5.00000
14060,5.00000
14110,5.00000
14160,5.00000
14210,5.00000
14261,5.00000
14310,5.00000
14360,5.00000
14410,5.00000
14461,5.00000
14510,5.00000
14560,5.00000
14611,5.00000
14660,5.00000
14710,5.00000
14772,5.00000
14810,5.00000
14861,5.00000
14911,5.00000
14961,5.00000
15010,5.00000
15061,5.00000
15110,5.00000
15161,5.00000
15210,5.00000
15261,5.00000
15310,5.00000
15360,5.00000
15410,5.00000
15460,5.00000
15510,5.00000
15561,5.00000
15610,5.00000
15660,5.00000
15710,5.00000
15771,5.00000
15810,5.00000
15861,5.00000
15910,5.00000
15960,5.00000
16010,5.00000
16060,5.00000
16110,5.00000
16160,5.00000
16210,5.00000
16261,5.00000
16310,5.00000
16360,5.00000
16410,5.00000
16461,5.00000
16511,5.00000
16562,5.00000
16611,5.00000
16662,5.00000
16711,5.00000
16810,5.00000
16821,5.00000
16860,5.00000
16910,5.00000
16960,5.00000
17011,5.00000
17060,5.00000
17110,5.00000
17160,5.00000
17210,5.00000
17261,5.00000
17310,5.00000
17361,5.00000
17411,5.00000
17461,5.00000
17510,5.00000
17560,5.00000
17610,5.00000
17660,5.00000
17712,5.00000
17760,5.00000
17822,5.00000
17860,5.00000
17910,5.00000
17960,5.00000
18010,5.00000
18061,5.00000
18110,5.00000
18161,5.00000
18211,5.00000
18260,5.00000
18311,5.00000
18363,5.00000
18411,5.00000
18460,5.00000
18511,5.00000
18561,5.00000
18611,5.00000
18661,5.00000
18711,5.00000
18760,5.00000
18824,5.00000
18860,5.00000
18913,5.00000
18961,5.00000
19010,5.00000
19061,5.00000
19110,5.00000
19160,5.00000
19210,5.00000
19263,5.00000
19310,5.00000
19361,5.00000
19410,5.00000
19460,5.00000
19510,5.00000
19560,5.00000
19610,5.00000
19662,5.00000
19711,5.00000
19761,5.00000
19811,5.00000
19874,5.00000
19911,5.00000
19962,5.00000
20010,5.00000
20060,5.00000
20110,5.00000
20160,5.00000
20210,5.00000
20261,5.00000
20312,5.00000
20360,5.00000
20410,5.00000
20461,5.00000
20510,5.00000
20560,5.00000
20610,5.00000
20663,5.00000
20711,5.00000
20760,5.00000
20810,5.00000
20861,5.00000
20963,5.00000
20967,5.00000
21011,5.00000
21060,5.00000
21110,5.00000
21160,5.00000
21210,5.00000
21261,5.00000
21310,5.00000
21360,5.00000
21410,5.00000
21467,5.00000
21510,5.00000
21560,5.00000
21610,5.00000
21660,5.00000
21711,5.00000
21760,5.00000
21811,5.00000
21861,5.00000
21923,5.00000
21960,5.00000
22011,5.00000
22060,5.00000
22110,5.00000
22160,5.00000
22210,5.00000
22260,5.00000
22310,5.00000
22360,5.00000
22410,5.00000
22461,5.00000
22510,5.00000
22560,5.00000
22610,5.00000
22661,5.00000
22710,5.00000
22760,5.00000
22811,5.00000
22860,5.00000
22922,5.00000
22961,5.00000
23010,5.00000
23060,5.00000
23111,5.00000
23160,5.00000
23210,5.00000
23260,5.00000
23324,5.00000
23360,5.00000
23410,5.00000
23460,5.00000
23510,5.00000
23560,5.00000
23610,5.00000
23660,5.00000
23711,5.00000
23761,5.00000
23810,5.00000
23860,5.00000
23921,5.00000
23960,5.00000
24009,5.00000
24060,5.00000
24110,5.00000
24160,5.00000
24210,5.00000
24260,5.00000
24310,5.00000
24360,5.00000
24410,5.00000
24461,5.00000
24510,5.00000
24560,5.00000
24611,5.00000
24660,5.00000
24711,5.00000
24760,5.00000
24810,5.00000
24861,5.00000
24944,5.00000
24960,5.00000
25010,5.00000
25060,5.00000
25111,5.00000
25160,5.00000
25210,5.00000
25261,5.00000
25310,5.00000
25362,5.00000
25412,5.00000
25460,5.00000
25510,5.00000
25560,0.00000
25610,0.00000
25660,0.00000
25710,0.00000
25760,0.00000
25810,0.00000
25860,0.00000
25923,0.00000
25964,0.00000
26010,0.00000
