time,azimuth
13,-56
60,-56
110,-56
160,-56
210,-57
260,-57
310,-57
360,-55
410,-54
460,-56
510,-54
560,-55
610,-55
660,-56
741,-55
760,-55
810,-54
860,-55
910,-54
959,-56
1009,-55
1060,-55
1113,-55
1160,-55
1210,-54
1260,-54
1310,-54
1360,-55
1409,-54
1461,-54
1510,-54
1560,-54
1615,-54
1661,-54
1721,-53
1760,-55
1810,-54
1860,-54
1911,-54
1966,-54
2010,-53
2061,-53
2111,-56
2160,-54
2211,-56
2260,-54
2310,-53
2361,-55
2410,-54
2460,-54
2510,-54
2563,-54
2610,-53
2660,-55
2723,-55
2761,-54
2810,-54
2860,-56
2911,-54
2960,-53
3011,-54
3063,-54
3116,-56
3161,-53
3210,-54
3260,-54
3311,-54
3360,-54
3412,-53
3461,-54
3510,-53
3560,-54
3610,-54
3662,-54
3721,-54
3760,-53
3811,-53
3860,-54
3912,-54
3962,-55
4011,-54
4060,-54
4110,-55
4160,-55
4211,-55
4260,-53
4310,-55
4360,-53
4411,-55
4460,-54
4510,-54
4560,-54
4610,-53
4660,-54
4739,-54
4760,-53
4810,-53
4860,-53
4911,-53
4960,-55
5010,-55
5060,-54
5110,-54
5160,-53
5212,-54
5260,-54
5311,-54
5361,-54
5410,-53
5461,-53
5510,-54
5560,-53
5610,-53
5660,-52
5722,-53
5760,-55
5811,-54
5860,-53
5910,-54
5960,-53
6010,-52
6060,-54
6110,-53
6161,-54
6210,-55
6261,-54
6310,-54
6360,-53
6410,-53
6460,-54
6510,-52
6560,-53
6610,-53
6661,-53
6721,-52
6760,-53
6811,-54
6860,-54
6911,-53
6960,-53
7011,-54
7062,-54
7117,-54
7160,-54
7210,-53
7262,-54
7310,-53
7360,-53
7410,-54
7461,-55
7511,-53
7560,-54
7610,-55
7665,-54
7727,-55
7761,-52
7810,-54
7861,-54
7910,-54
7960,-54
8011,-55
8060,-53
8111,-54
8161,-53
8210,-53
8260,-54
8310,-54
8361,-55
8410,-54
8461,-54
8510,-53
8562,-52
8610,-53
8663,-55
8744,-52
8764,-54
8815,-53
8860,-53
8910,-53
8960,-55
9010,-53
9061,-54
9111,-53
9160,-53
9211,-52
9260,-54
9311,-54
