time,USER,SYSTEM,IOW,IRQ
742,44,17,11,0
1722,44,17,11,0
2723,44,17,11,0
3721,44,17,11,0
4740,33,10,3,0
5722,33,10,3,0
6722,33,10,3,0
7727,33,10,3,0
8745,41,22,0,0
9722,41,22,0,0
10727,41,22,0,0
11727,41,22,0,0
12757,39,15,0,0
13723,39,15,0,0
14773,39,15,0,0
15771,39,15,0,0
16811,46,12,0,0
17822,46,12,0,0
18825,46,12,0,0
19874,46,12,0,0
20964,35,12,1,0
21923,35,12,1,0
22922,35,12,1,0
23921,35,12,1,0
24944,32,14,1,0
25923,32,14,1,0
