time,dB(SPL)
23,71.80569
57,70.72106
108,70.39918
181,72.09100
208,66.16275
258,70.28830
308,68.87152
357,69.90811
408,67.40286
458,68.75818
507,70.15981
558,70.72612
608,67.89953
658,69.39350
709,70.93825
758,70.70082
807,75.92177
858,81.74782
908,77.62655
957,74.93891
1008,69.52504
1058,66.29840
1108,72.94962
1157,74.87490
1219,75.89951
1258,77.96243
1308,77.68231
1357,73.32849
1407,70.13551
1457,65.97270
1507,61.43028
1557,63.14309
1607,63.07020
1657,61.74853
1708,62.21179
1758,61.34142
1807,61.21396
1858,56.67569
1908,52.08452
1958,57.31392
2008,51.88785
2058,60.88295
2108,64.20102
2158,62.26549
2220,65.82738
2258,72.00421
2307,70.11385
2357,71.66624
2407,69.51052
2457,62.17806
2508,65.18710
2558,63.93457
2608,64.08783
2658,63.29300
2708,61.59086
2758,65.31993
2808,63.58529
2858,61.71295
2908,63.75605
2958,66.82077
3008,63.80103
3058,65.77839
3108,65.69313
3158,63.85135
3208,61.21396
3273,59.34159
3308,60.57955
3359,63.72217
3407,63.72782
3457,64.99864
3507,56.91436
3557,63.14914
3608,62.21852
3658,65.41823
3707,58.75036
3757,61.29664
3807,61.94515
3858,63.68815
3908,68.17158
3958,65.48778
4009,65.64338
4058,68.85586
4108,67.05137
4158,65.81849
4208,67.32472
4271,63.38761
4308,66.01626
4357,65.03763
4408,64.85580
4458,63.62544
4509,63.53340
4558,67.23078
4609,64.80599
4658,66.33618
4708,65.09096
4758,69.04493
4808,69.84123
4858,67.83634
4908,65.68410
4958,66.20111
5008,65.22526
5058,67.24965
5108,63.04577
5158,66.71718
5208,64.35494
5271,68.56594
5309,65.37156
5360,69.28979
5408,63.07630
5457,66.70916
5508,66.09842
5558,67.10520
5608,66.86029
5658,69.68600
5708,67.56432
5758,68.68179
5808,76.81341
5858,71.48989
5907,67.95185
5959,67.03979
6008,63.12492
6058,62.57445
6107,61.88942
6157,63.25129
6208,63.34635
6270,60.16348
6309,55.76337
6358,66.01191
6407,61.99361
6458,59.59097
6508,64.86076
6558,61.86843
6607,59.66350
6658,53.82163
6709,60.70859
6758,64.92505
6808,64.08783
6857,63.45206
6908,61.56188
6958,65.47391
7008,68.35607
7058,66.21387
7108,71.01435
7158,73.76662
7208,69.51342
7269,63.78419
7310,60.25674
7358,59.06553
7408,60.32395
7458,58.12670
7508,59.69954
7557,55.67807
7608,63.89029
7661,67.93096
7708,69.72294
7758,72.93591
7808,73.94982
7858,79.35657
7908,76.88333
7957,81.17914
8007,66.58389
8058,76.71381
8108,75.25957
8158,81.44720
8208,84.25281
8268,88.86369
8308,78.21995
8358,87.30639
8408,87.97269
8458,86.79102
8508,83.93126
