time,steps
182,574
7270,575
8269,577
9269,578
10277,580
11276,581
12271,583
13275,585
14273,587
15321,588
16323,590
17370,592
18413,593
19378,595
20376,597
21374,599
22386,600
23374,602
24375,604
25370,605
26422,607
27421,608
28469,610
29470,612
30511,614
31471,615
32468,617
33482,618
34474,620
35470,623
36474,624
37472,626
38491,627
39472,629
40519,631
41522,633
42570,635
43569,637
44573,638
45571,640
46579,642
47572,643
48568,645
49620,647
50657,649
