time,strength,level,source
182,99,4,gsm
1221,99,4,gsm
3273,99,4,gsm
8269,99,4,gsm
10276,99,4,gsm
12271,99,4,gsm
17370,99,4,gsm
19378,99,4,gsm
21374,99,4,gsm
25370,99,4,gsm
28469,99,4,gsm
30511,99,4,gsm
34474,99,4,gsm
37470,99,4,gsm
39471,99,4,gsm
43568,99,4,gsm
45571,99,4,gsm
48568,99,4,gsm
