time,level,voltage(mV),temperature(C),current(avg),current(instantaneous),charging
182,81,3973,29.2,-9223372036854775808,1202266,0
1221,81,3973,29.2,-9223372036854775808,602723,0
2221,81,3973,29.2,-9223372036854775808,713636,0
3273,81,3973,29.2,-9223372036854775808,509473,0
4272,81,3973,29.2,-9223372036854775808,552587,0
5273,81,3973,29.2,-9223372036854775808,531634,0
6272,81,3973,29.2,-9223372036854775808,437287,0
7270,81,3973,29.2,-9223372036854775808,664158,0
8269,81,3973,29.2,-9223372036854775808,660319,0
9269,81,3973,29.2,-9223372036854775808,644520,0
10276,81,3973,29.2,-9223372036854775808,702775,0
11276,81,3973,29.2,-9223372036854775808,535473,0
12271,81,3973,29.2,-9223372036854775808,553245,0
13275,81,3973,29.2,-9223372036854775808,747754,0
14273,81,3973,29.2,-9223372036854775808,693340,0
15321,81,3973,29.2,-9223372036854775808,763003,0
16322,81,3973,29.2,-9223372036854775808,661635,0
17370,81,3973,29.2,-9223372036854775808,542494,0
18413,81,3973,29.2,-9223372036854775808,609635,0
19378,81,3973,29.2,-9223372036854775808,500038,0
20376,81,3973,29.2,-9223372036854775808,531634,0
21374,81,3973,29.2,-9223372036854775808,555769,0
22386,81,3973,29.2,-9223372036854775808,446721,0
23374,81,3973,29.2,-9223372036854775808,584951,0
24375,80,3956,29.2,-9223372036854775808,714843,0
25370,80,3956,29.2,-9223372036854775808,570360,0
26422,80,3956,29.2,-9223372036854775808,466358,0
27421,80,3956,29.2,-9223372036854775808,542494,0
28469,80,3956,29.2,-9223372036854775808,454949,0
29470,80,3956,29.2,-9223372036854775808,594385,0
30511,80,3956,29.2,-9223372036854775808,608428,0
31470,80,3956,29.2,-9223372036854775808,420173,0
32468,80,3956,29.2,-9223372036854775808,536132,0
33482,80,3956,29.2,-9223372036854775808,574748,0
34474,80,3956,29.2,-9223372036854775808,773206,0
35470,80,3956,29.2,-9223372036854775808,723728,0
36474,80,3956,29.2,-9223372036854775808,596360,0
37471,80,3956,29.2,-9223372036854775808,671069,0
38491,80,3956,29.2,-9223372036854775808,835299,0
39472,80,3956,29.2,-9223372036854775808,707273,0
40519,80,3956,29.2,-9223372036854775808,585608,0
41522,80,3956,29.2,-9223372036854775808,681273,0
42569,80,3956,29.2,-9223372036854775808,986693,0
43568,80,3956,29.2,-9223372036854775808,726252,0
44572,80,3956,29.2,-9223372036854775808,619727,0
45571,80,3956,29.2,-9223372036854775808,696522,0
46579,80,3956,29.2,-9223372036854775808,755434,0
47572,80,3956,29.2,-9223372036854775808,690159,0
48568,80,3956,29.2,-9223372036854775808,609635,0
49620,80,3956,29.2,-9223372036854775808,738978,0
50657,80,3956,29.2,-9223372036854775808,543043,0
