time,azimuth
24,102
58,102
108,103
181,95
209,108
258,100
309,99
358,98
408,104
458,100
508,102
558,93
609,93
659,98
709,99
759,103
808,102
858,99
908,104
958,96
1008,95
1058,99
1108,100
1158,101
1221,104
1259,98
1308,98
1358,90
1408,97
1458,106
1508,100
1558,103
1608,100
1658,100
1708,96
1759,97
1808,96
1858,101
1908,100
1958,99
2009,102
2058,100
2109,98
2159,96
2221,94
2259,94
2308,108
2358,103
2407,99
2457,97
2508,109
2558,102
2608,99
2658,103
2708,102
2758,102
2809,108
2858,98
2908,103
2958,101
3008,99
3058,103
3109,101
3159,100
3209,106
3273,99
3308,98
3360,100
3408,98
3458,101
3508,105
3557,98
3608,94
3658,90
3708,86
3758,147
3808,110
3858,65
3910,66
3958,98
4010,133
4058,56
4109,59
4158,124
4209,120
4272,68
4309,62
4358,137
4409,90
4458,64
4510,116
4560,132
4610,63
4659,48
4709,122
4758,128
4809,52
4859,22
4913,124
4959,120
5009,48
5059,75
5109,120
5159,71
5209,52
5273,120
5309,139
5360,65
5409,49
5458,101
5508,137
5559,79
5608,78
5659,143
5709,113
5758,72
5809,87
5859,140
5908,127
5959,44
6009,36
6059,176
6108,144
6157,45
6208,67
6271,127
6310,141
6359,69
6408,100
6458,141
6509,87
6559,44
6608,120
6659,112
6710,71
6759,46
6809,111
6858,117
6909,65
6959,88
7008,117
7059,88
7109,118
7158,107
7208,151
7269,65
7310,167
7358,127
7408,57
7459,89
7509,103
7558,83
7609,75
7662,113
7709,133
7759,65
7808,82
7858,125
7908,139
7958,78
8008,106
8059,120
8110,116
8159,99
8208,88
8269,113
8308,102
8358,76
8408,170
8459,161
8508,93
8559,76
8609,116
8659,107
8708,86
8759,96
8809,114
8859,88
8909,121
8958,112
9008,94
9059,142
9109,117
9159,72
9208,126
9268,156
9308,123
9358,99
9408,129
9458,117
9508,101
9558,79
9609,71
9659,-169
9708,137
9758,92
9808,93
9859,162
9908,125
9958,85
10008,66
10058,128
10108,105
10159,83
10209,114
10276,137
10310,145
10358,39
10408,114
10458,124
10508,118
10558,132
10608,141
10659,127
10709,122
10759,96
10808,82
10859,-84
10908,73
10958,70
11008,33
11059,-14
11109,-112
11158,34
11208,52
11276,100
11309,74
11358,156
11409,164
11459,-160
11509,-163
11559,-165
11609,-167
11659,-164
11708,-162
11760,-154
11809,-160
11858,-160
11908,-162
11958,-141
12007,-135
12058,-146
12109,-158
12159,-155
12208,-146
12271,-132
12308,-138
12357,-161
12409,-131
12458,-121
12511,-131
12558,-133
12608,-152
12658,-114
12708,-139
12758,-167
12810,-171
12858,-111
12908,-125
12958,-126
13008,-110
13058,-101
13108,-113
13157,-135
13208,-98
13274,-113
13308,-148
13358,-130
13408,-118
13459,-133
13508,-146
13558,-99
13608,-109
13658,-132
13709,-153
13760,-99
13807,-119
13859,-132
13909,-121
13959,-116
14009,-126
14059,-150
14109,-102
14159,-117
14208,-117
14273,-116
14335,-104
14408,-124
14458,-126
14508,-112
14558,-124
14608,-168
14658,-127
14707,-97
14757,-112
14809,-122
14859,-122
14910,-114
14959,-100
15008,-127
15059,-133
15109,-103
15159,-108
15209,-129
15261,-133
15320,-107
15359,-88
15408,-128
15458,-118
15509,-115
15558,-115
15608,-100
15659,-122
15708,-149
15759,-127
15808,-114
15858,-130
15908,-137
15959,-127
16008,-102
16059,-115
16109,-120
16157,-141
16209,-120
16258,-120
16321,-130
16358,-144
16409,-112
16458,-124
16508,-151
16558,-148
16609,-109
16658,-116
16709,-131
16759,-134
16808,-106
16859,-107
16909,-130
16958,-171
17010,-118
17058,-112
17108,-133
17160,-169
17208,-109
17258,-118
17308,-133
17370,-137
17408,-128
17459,-121
17508,-127
17558,-157
17609,-137
17660,-119
17709,-127
17759,-151
17809,-138
17859,-117
17909,-116
17960,-133
18009,-141
18059,-111
18109,-114
18158,-135
18209,-150
18259,-136
18309,-128
18412,-137
18427,-134
18458,-133
18511,-124
18559,-134
18608,-132
18658,-132
18709,-130
18758,-132
18809,-134
18858,-139
18909,-140
18959,-141
19008,-142
19060,-145
19109,-156
19158,-135
19209,-144
19258,-148
19308,-144
19378,-147
19409,-149
19458,-152
19509,-153
19559,-155
19609,-158
19659,-162
19708,-166
19759,-176
19809,-176
19860,168
19908,146
19960,148
20008,152
20059,116
20108,114
20158,121
20209,120
20258,108
20309,108
20375,101
20409,93
20458,106
20509,85
20558,65
20608,70
20658,63
20709,83
20758,103
20808,95
20859,79
20908,93
20958,116
21009,96
21059,88
21109,77
21158,103
21208,87
21260,67
21309,103
21374,127
21410,113
21459,79
21508,92
21559,120
21607,90
21657,80
21707,101
21758,87
21808,78
21861,99
21909,107
21958,98
22008,79
22058,90
22109,111
22159,96
22209,90
22259,109
22308,107
22386,89
22408,108
22458,92
22507,88
22558,105
22608,153
22658,76
22708,108
22758,150
22808,84
22859,77
22908,118
22958,106
23008,92
23058,89
23109,115
23159,99
23208,78
23259,106
23308,112
23374,89
23408,100
23459,128
23507,104
23558,89
23608,129
23658,110
23708,83
23758,98
23808,145
23858,95
23908,86
23957,126
24010,126
24058,106
24109,92
24158,95
24209,118
24259,101
24309,75
24374,112
24408,127
24459,141
24508,88
24557,101
24609,110
24658,110
24708,97
24759,123
24809,127
24858,107
24908,87
24960,122
25008,96
25058,90
25108,101
25158,127
25209,125
25258,97
25308,123
25370,123
25410,111
25458,85
25509,113
25557,132
25607,90
25657,100
25708,135
25758,100
25809,73
25858,100
25908,158
25958,111
26008,103
26058,120
26108,122
26159,107
26209,83
26258,106
26309,178
26416,102
26427,92
26458,85
26508,84
26558,58
26608,72
26658,82
26707,100
26759,123
26808,126
26859,148
26913,156
26960,156
27008,167
27058,164
27109,164
27159,162
27209,164
27259,166
27309,170
27358,158
27421,140
27460,160
27508,161
27558,166
27610,152
27658,146
27708,158
27759,159
27808,156
27859,138
27909,179
27958,179
28008,154
28058,165
28108,-173
28159,171
28209,147
28259,135
28308,158
28359,160
28408,149
28469,149
28510,144
28561,-175
28609,-172
28658,117
28707,173
28758,178
28808,152
28858,149
28908,133
28958,162
29008,163
29059,152
29109,164
29159,178
29208,-175
29258,172
29308,171
29358,-177
29409,164
29470,159
29508,157
29559,160
29608,170
29657,153
29707,160
29759,178
29807,-169
29859,-178
29909,159
29959,-179
30008,174
30058,161
30108,160
30158,178
30208,-178
30260,153
30310,160
