time,steps
395,250
7384,251
8377,253
9375,255
10374,257
11383,258
12395,260
13377,261
14373,263
15376,264
16428,266
17428,268
18431,270
19473,271
20508,274
22477,275
23522,277
24558,279
25525,280
26531,282
27528,284
28527,285
29522,287
30523,288
31525,290
32574,292
33578,293
34574,295
35574,297
36608,299
37573,301
38573,302
39574,304
40614,306
41575,308
42574,309
43574,312
44609,313
45573,315
46583,317
47585,318
48627,320
49623,322
50675,324
