time,dB(SPL)
11,56.19119
64,55.57749
111,60.65238
161,65.68861
211,67.57885
260,67.37317
310,69.31658
393,68.07613
411,65.58421
461,65.55218
511,64.17420
561,61.22151
611,61.72007
660,58.11592
710,63.17328
761,62.65800
810,61.18369
862,66.60015
911,66.23508
961,65.87167
1011,65.40426
1060,70.10571
1111,69.14855
1161,70.99232
1210,71.79229
1261,71.38748
1311,70.28830
1374,62.79758
1411,60.24831
1461,58.57815
1511,61.18369
1560,62.55505
1611,64.30217
1661,67.21565
1711,68.14102
1761,63.66540
1811,60.89080
1861,61.83334
1911,62.77237
1961,64.67515
2010,68.71052
2061,68.18852
2110,71.16697
2161,72.97305
2211,73.16786
2261,69.49015
2311,66.51031
2372,67.17012
2411,64.90532
2460,62.66439
2511,63.32860
2561,62.60024
2611,70.89376
2660,62.66439
2711,67.48763
2761,68.44194
2812,69.68315
2861,69.64890
2913,69.89700
2962,70.26968
3011,64.95947
3061,63.66540
3110,62.67716
3161,58.38156
3211,63.64258
3260,65.93769
3311,64.95456
3374,64.04977
3411,66.54718
3462,68.63371
3512,64.67515
3560,69.08165
3610,67.32846
3660,69.55689
3711,72.19402
3760,70.92592
3810,69.81882
3860,67.56069
3911,73.82694
3961,72.00639
4012,75.19940
4061,72.17052
4111,69.39644
4161,69.97723
4211,71.23157
4261,70.40443
4310,73.79150
4376,73.40677
4421,73.87805
4462,77.12370
4511,75.49618
4561,75.41998
4611,70.80409
4661,73.30036
4711,67.65475
4761,68.48783
4810,72.01728
4861,72.87892
4911,71.26012
4961,75.42146
5012,71.60024
5061,69.33735
5111,76.47731
5162,77.41042
5212,68.24921
5261,68.89962
5312,68.68499
5374,66.77311
5410,67.07448
5460,67.40656
5511,69.95241
5561,64.60898
5611,67.80103
5661,67.49497
5711,71.37811
5762,71.57049
5813,66.62044
5863,69.64317
5911,72.60652
5960,72.06289
6011,74.37833
6061,66.97388
6110,67.96922
6161,68.12058
6211,67.63674
6260,67.97269
6310,69.85241
6372,68.74867
6411,64.89544
6461,67.91352
6510,62.44432
6561,67.64034
6611,75.11750
6661,74.76927
6711,67.46560
6761,66.36127
6811,76.35263
6861,77.03861
6910,70.25902
6961,70.60912
7010,72.82552
7061,73.34719
7110,71.15255
7161,76.31288
