time,lx
67,0.00000
91,0.00000
145,0.00000
190,0.00000
240,0.00000
290,0.00000
340,0.00000
390,0.00000
440,0.00000
490,0.00000
540,0.00000
590,0.00000
640,0.00000
690,0.00000
740,0.00000
790,0.00000
840,0.00000
890,0.00000
940,0.00000
990,0.00000
1064,0.00000
1092,0.00000
1140,0.00000
1191,0.00000
1240,0.00000
1291,0.00000
1340,0.00000
1389,0.00000
1440,0.00000
1489,0.00000
1540,0.00000
1590,0.00000
1640,0.00000
1690,0.00000
1740,0.00000
1791,0.00000
1853,0.00000
1890,0.00000
1940,0.00000
1990,0.00000
2243,0.00000
2244,0.00000
2290,0.00000
2340,0.00000
2390,0.00000
2440,0.00000
2490,0.00000
2540,0.00000
2590,0.00000
2640,0.00000
2690,0.00000
2740,0.00000
2790,0.00000
2840,0.00000
2890,0.00000
2940,0.00000
2990,0.00000
3040,0.00000
3101,0.00000
3140,0.00000
3190,0.00000
3240,0.00000
3290,0.00000
3340,0.00000
3390,0.00000
3440,0.00000
3490,0.00000
3540,0.00000
3590,0.00000
3640,0.00000
3690,0.00000
3740,0.00000
3790,0.00000
3840,0.00000
3889,0.00000
3939,0.00000
3990,0.00000
4039,0.00000
4101,0.00000
4140,0.00000
4190,0.00000
4240,0.00000
4291,0.00000
4340,0.00000
4390,0.00000
4440,0.00000
4490,0.00000
4540,0.00000
4590,0.00000
4640,0.00000
4690,0.00000
4740,0.00000
4790,0.00000
4840,0.00000
4890,0.00000
4940,0.00000
4990,0.00000
5040,0.00000
5089,0.00000
5171,0.00000
5192,0.00000
5240,0.00000
5290,0.00000
5339,0.00000
5389,0.00000
5440,0.00000
5489,0.00000
5539,0.00000
5590,0.00000
5640,0.00000
5690,0.00000
5740,0.00000
5790,0.00000
5840,0.00000
5890,0.00000
5940,0.00000
5989,0.00000
6039,0.00000
6090,0.00000
6151,0.00000
6190,0.00000
6240,0.00000
6291,0.00000
6340,0.00000
6390,0.00000
6440,0.00000
6490,0.00000
6540,0.00000
6590,0.00000
6642,0.00000
6691,0.00000
6741,0.00000
6790,0.00000
6839,0.00000
6890,0.00000
6940,0.00000
6990,0.00000
7040,0.00000
7090,0.00000
7154,0.00000
7191,0.00000
7240,0.00000
7290,0.00000
7340,0.00000
7390,0.00000
7440,0.00000
7490,0.00000
7540,0.00000
7590,0.00000
7640,0.00000
7690,0.00000
7740,0.00000
7790,0.00000
7840,0.00000
7890,0.00000
7940,0.00000
7990,0.00000
8040,0.00000
8090,0.00000
8152,0.00000
8190,0.00000
8240,0.00000
8290,0.00000
8341,0.00000
8390,0.00000
8440,0.00000
8490,0.00000
8540,0.00000
8590,0.00000
8639,0.00000
8690,0.00000
8740,0.00000
8792,0.00000
8840,0.00000
8890,0.00000
8940,0.00000
8990,0.00000
9040,0.00000
9090,0.00000
9180,0.00000
9190,0.00000
9241,0.00000
9289,0.00000
9339,0.00000
9390,0.00000
9440,0.00000
9490,0.00000
9548,0.00000
9589,0.00000
9639,0.00000
9691,0.00000
9740,0.00000
9790,0.00000
9840,0.00000
9889,0.00000
9939,0.00000
9990,0.00000
10040,0.00000
10090,0.00000
10140,0.00000
10200,0.00000
10240,0.00000
10290,0.00000
10340,0.00000
10390,0.00000
10440,0.00000
10490,0.00000
10539,0.00000
10590,0.00000
10641,0.00000
10690,0.00000
10740,0.00000
10790,0.00000
10839,0.00000
10889,0.00000
10940,0.00000
10990,0.00000
11040,0.00000
11091,0.00000
11140,0.00000
11201,0.00000
11240,0.00000
11290,0.00000
11340,0.00000
11390,0.00000
11440,0.00000
11490,0.00000
11540,0.00000
11638,0.00000
11690,0.00000
11740,0.00000
11790,0.00000
11840,0.00000
11890,0.00000
11939,0.00000
11989,0.00000
12040,0.00000
12090,0.00000
12139,0.00000
12201,0.00000
12241,0.00000
12290,0.00000
12339,0.00000
12390,0.00000
12440,0.00000
12490,0.00000
12540,0.00000
12590,0.00000
12640,0.00000
12690,0.00000
12740,0.00000
12790,0.00000
12840,0.00000
12891,0.00000
12940,0.00000
12990,0.00000
13040,0.00000
13090,0.00000
13140,0.00000
13190,0.00000
13261,0.00000
13291,0.00000
13339,0.00000
13389,0.00000
13439,0.00000
13489,0.00000
13540,0.00000
13590,0.00000
13640,0.00000
13690,0.00000
13740,0.00000
13790,0.00000
13840,0.00000
13890,0.00000
13940,0.00000
13990,0.00000
14040,0.00000
14089,0.00000
14139,0.00000
14190,0.00000
14253,0.00000
14290,0.00000
14340,0.00000
14391,0.00000
14440,0.00000
14491,0.00000
14540,0.00000
14590,0.00000
14640,0.00000
14690,0.00000
14740,0.00000
14791,0.00000
14840,0.00000
14890,0.00000
14940,0.00000
14989,0.00000
15039,0.00000
15090,0.00000
15140,0.00000
15195,0.00000
15260,0.00000
15294,0.00000
15340,0.00000
15390,0.00000
15440,0.00000
15490,0.00000
15540,0.00000
15590,0.00000
15640,0.00000
15690,0.00000
15740,0.00000
15790,0.00000
15840,0.00000
15890,0.00000
15940,0.00000
15990,0.00000
16040,0.00000
16089,0.00000
16139,0.00000
16189,0.00000
16260,0.00000
16290,0.00000
16340,0.00000
16390,0.00000
16440,0.00000
16490,0.93649
16540,0.93649
16590,1.00000
16640,1.00000
16690,1.00000
16740,1.00000
16790,1.00000
16839,1.00000
16890,0.05789
16940,0.05789
16990,0.00000
17042,0.00000
17090,0.00000
17140,0.00000
17190,0.00000
17282,0.00000
17295,0.00000
17340,0.00000
17390,0.00000
17440,0.00000
17490,0.00000
17540,0.00000
17590,0.00000
17640,0.00000
17690,0.00000
17740,0.00000
17790,0.00000
17839,0.00000
17890,0.00000
17940,0.00000
17990,0.00000
18041,0.00000
18090,0.00000
18140,0.00000
18190,0.00000
18240,0.00000
18301,0.00000
18340,0.00000
18390,0.00000
18440,0.00000
18490,0.00000
18540,0.00000
18590,0.00000
18639,0.00000
18689,0.00000
18748,0.00000
18790,0.00000
18840,0.00000
18890,0.00000
18940,0.00000
18990,0.00000
19040,0.00000
19090,0.00000
19140,0.00000
19190,0.00000
19240,0.00000
19301,0.00000
19340,0.00000
19390,0.00000
19440,0.00000
19490,0.00000
19540,0.00000
19590,0.00000
19640,0.00000
19690,0.00000
19740,0.00000
19791,0.00000
19840,0.00000
19891,0.00000
19940,0.00000
19990,0.00000
20040,0.00000
20090,0.00000
20140,0.00000
20191,0.00000
20240,0.00000
20300,0.00000
20340,0.00000
20389,0.00000
20439,0.00000
20490,0.00000
20540,0.00000
20590,0.00000
20640,0.00000
20690,0.00000
20739,0.00000
20790,0.00000
20840,0.00000
20891,0.00000
20940,0.00000
20990,0.00000
21040,0.00000
21090,0.00000
21140,0.00000
21190,0.00000
21240,0.00000
21318,0.00000
21341,0.00000
21393,0.00000
21440,0.00000
21490,0.00000
21540,0.00000
21590,0.00000
21640,0.00000
21690,0.00000
21740,0.00000
21790,0.00000
21840,0.00000
21890,0.00000
21939,0.00000
21990,0.00000
22040,0.00000
22090,0.00000
22140,0.00000
22190,0.00000
22240,0.00000
22301,0.00000
22340,0.00000
22390,0.00000
22440,0.00000
22490,0.00000
22540,0.00000
22590,0.00000
22639,0.00000
22689,0.00000
22739,0.00000
22790,0.00000
22840,0.00000
22890,0.00000
22940,0.00000
22990,0.00000
23040,0.00000
23090,0.00000
23140,0.00000
23190,0.00000
23240,0.00000
23302,0.00000
23340,0.00000
23390,0.00000
23440,0.00000
23490,0.00000
23540,0.00000
23590,0.00000
23640,0.00000
23691,0.00000
23741,0.00000
23790,0.00000
23840,0.00000
23890,0.00000
23940,0.00000
23990,0.00000
24040,0.00000
24090,0.00000
24140,0.00000
24190,0.00000
24240,0.00000
24300,0.00000
24340,0.00000
24390,0.00000
24440,0.00000
24490,0.00000
24540,0.00000
24590,0.00000
24640,0.00000
24690,0.00000
24740,0.00000
24790,0.00000
24840,0.00000
24890,0.00000
24940,0.00000
24990,0.00000
25040,0.00000
25090,0.00000
25140,0.00000
25190,0.00000
25240,0.00000
25303,0.00000
25340,0.00000
25390,0.00000
25440,0.00000
25490,0.00000
25540,0.00000
25590,0.00000
25640,0.00000
25690,0.00000
25740,0.00000
25790,0.00000
25841,0.00000
25890,0.00000
25940,0.00000
25990,0.00000
26040,0.00000
26089,0.00000
26139,0.00000
26190,0.00000
26241,0.00000
26302,0.00000
26341,0.00000
26392,0.00000
26440,0.00000
26490,0.00000
26540,0.00000
26590,0.00000
26640,0.00000
26690,0.00000
26740,0.00000
26790,0.00000
26840,0.00000
26890,0.00000
26940,0.00000
26990,0.00000
27040,0.00000
27090,0.00000
27141,0.00000
27190,0.00000
27244,0.00000
27303,0.00000
27341,0.00000
27390,0.00000
27440,0.00000
27491,0.00000
27540,0.00000
27590,0.00000
27641,0.00000
27690,0.00000
27740,0.00000
27818,0.00000
27890,0.00000
27940,0.00000
27990,0.00000
28040,0.00000
28090,0.00000
28142,0.00000
28191,0.00000
28241,0.00000
28306,0.00000
28342,0.00000
28392,0.00000
28440,0.00000
28491,0.00000
28540,0.00000
28590,0.00000
28640,0.00000
28691,0.00000
28740,0.00000
28790,0.00000
28841,0.00000
28891,0.00000
28940,0.00000
28991,0.00000
29040,0.00000
29090,0.00000
