time,dB(SPL)
4,69.01422
51,68.65939
102,68.10351
152,70.16251
201,67.78332
251,68.15801
301,70.10843
362,68.21554
402,69.67175
450,67.30976
500,69.34624
551,69.78229
601,69.61738
651,68.42879
701,68.57889
751,67.77978
801,67.13199
851,69.31063
901,66.04229
950,69.42877
1000,70.85402
1051,70.05673
1101,70.56033
1151,71.27199
1201,71.14774
1250,69.03880
1301,70.00473
1363,67.00108
1402,66.86029
1451,71.16457
1501,69.50761
1551,70.43322
1602,71.94732
1650,69.12428
1701,69.03266
1751,69.51342
1800,69.13339
1851,66.93488
1901,70.50867
1951,70.93579
2001,69.31063
2051,69.43756
2101,69.63745
2151,69.41409
2201,66.74119
2250,69.23897
2301,69.68600
2367,71.24348
2401,71.57049
2451,69.72578
2501,66.79300
2550,67.45088
2600,68.21217
2650,69.17880
2700,70.01022
2750,71.98674
2800,71.11881
2850,70.32277
2902,70.25636
2952,69.71727
3001,67.10520
3051,68.74550
3102,70.11927
3151,68.55297
3201,71.16937
3251,71.43650
3300,69.22997
3364,69.63745
3401,67.99693
3453,69.80760
3501,70.71348
3552,73.35839
3601,71.64809
3651,70.22162
3701,66.68505
3751,68.51068
3801,69.62599
3851,70.50090
3901,70.97516
3951,72.71370
4001,70.74126
4051,71.15014
4101,72.09532
4151,69.81321
4201,66.76116
4251,69.54532
4301,69.93029
4364,68.13080
4403,68.41561
4451,70.94811
4500,68.92453
4550,70.60143
4600,70.47753
4650,68.50742
4700,68.06241
4750,71.10189
4801,70.44367
4851,70.44106
4901,71.08494
4951,70.14902
5002,68.96175
5051,68.78981
5101,67.83634
5151,69.44635
5201,67.85042
5250,67.62230
5301,66.69310
5351,68.87464
5415,67.55705
5451,68.97413
5501,68.66579
5551,70.85402
5601,71.58424
5651,69.88588
5701,70.31218
5752,69.05106
5801,69.21796
5851,71.41786
5901,71.87901
5952,70.16251
6002,67.86448
6051,65.62067
6101,67.76913
6151,69.82443
6201,73.61758
6251,71.60709
6301,73.23436
6351,75.86043
6416,74.07270
6451,69.47266
6500,67.39545
6551,72.14696
6601,71.09221
6651,70.61424
6701,69.44635
6751,68.92142
6801,70.89872
6851,74.61403
6901,76.12088
6951,75.38902
7001,73.78795
7051,73.01974
7101,67.16251
7151,74.73430
7201,73.68434
7251,71.96705
7302,71.11156
7350,68.76135
7412,66.89177
7451,69.65461
7501,71.12122
7552,68.94316
7600,69.69454
7651,65.39026
7701,63.68815
7751,63.93457
7800,61.89641
7851,66.74119
7901,64.76594
7951,65.56592
8001,64.38645
8051,63.01513
8101,63.19736
8152,64.59875
8201,64.04977
8251,62.65160
8300,61.85441
8351,70.12739
8445,71.24824
8451,69.89144
8500,63.03965
8551,63.89584
8601,62.37852
8651,62.42463
8701,59.61824
8750,60.06059
8802,61.30412
8851,58.75036
8901,55.13272
8951,63.29300
9002,64.08783
9050,62.54858
9102,59.93023
9153,66.17129
9201,61.95902
9252,65.62976
9301,64.00059
9351,62.64519
9414,64.94473
9451,64.57314
9501,66.33199
9551,61.76272
9601,60.53067
9651,63.87918
9700,63.65400
9751,63.29300
9801,61.41553
9851,65.04249
9901,64.67515
9952,61.31906
10001,65.07161
10051,61.32652
10101,61.24412
10151,64.00606
10202,63.82343
10251,67.52789
10301,69.79636
10350,65.72014
10414,66.70916
10451,64.41262
10500,62.93496
10551,69.56556
10600,67.00108
10650,66.14136
10700,66.17556
10751,71.43185
10801,68.41232
10851,71.17657
10901,71.05336
10951,77.54397
11001,84.59364
11051,89.74333
11102,85.67371
11150,87.62266
11201,85.52464
11251,82.56928
11301,84.51704
11351,88.92764
11414,84.96682
11451,84.68072
11501,75.42293
11551,79.17032
11601,74.57681
11651,68.54972
11701,65.21573
11751,75.78738
11801,81.41848
11851,89.73513
11901,86.95713
11952,84.74937
12006,77.82517
12051,74.75975
12101,75.37276
12151,76.03219
12201,76.99944
12250,67.49130
12301,72.31690
12351,69.91921
12413,65.97270
12455,78.58940
12501,67.37317
12550,80.99908
12600,76.22345
12651,74.21588
12701,70.60399
12751,77.25932
12801,84.61919
12851,81.08076
12900,85.88624
12951,89.75577
13001,89.73286
13051,82.14488
13101,82.47573
13151,89.74446
13201,87.10941
13251,86.18025
13301,89.75210
13351,89.72804
13401,84.57006
13468,85.11991
13501,80.03294
13551,77.22591
13601,76.06778
13652,79.05585
13700,76.25559
13751,75.40378
13801,66.00756
13851,81.16320
13901,81.46703
13951,84.30535
14000,82.41543
14052,83.31557
14101,78.87088
14151,82.58477
14201,87.41322
14251,89.75464
14302,83.86138
14351,89.70790
14401,84.45329
14451,87.46449
14514,83.22796
14551,84.53148
14601,77.96902
14652,80.26265
14702,71.53143
14751,73.71125
14801,69.91366
14851,80.89393
14901,80.66606
14951,88.07545
15001,86.69792
15051,84.21867
15100,86.40583
15151,87.45309
15201,84.67718
15251,89.74531
15300,87.71248
15352,89.72124
15401,81.14038
15451,79.97390
15513,78.95945
15551,79.35657
15602,81.95902
15650,74.37833
15700,73.78795
15751,73.35466
15801,69.68884
15850,72.62888
15902,64.02248
15951,63.25726
16001,61.01533
16051,63.08848
16101,71.95829
16151,73.41234
16201,63.86806
16250,62.61953
16301,61.37114
16351,65.87167
16400,62.31221
16451,64.10950
16546,57.86414
16553,60.08643
16600,60.39063
16650,63.54496
16700,71.90110
16750,77.64821
16800,68.80243
16850,83.23514
16900,85.60838
16951,79.93198
17001,82.47246
17051,77.52205
17100,65.58421
17151,80.90724
17201,82.67652
17250,84.92849
17301,85.44101
17351,82.80387
17402,77.53590
17452,79.67523
17501,87.53190
17564,84.12626
17604,78.43789
17651,76.74924
17701,80.03208
17751,89.05045
17800,78.28157
17850,82.93682
17901,79.24360
17951,74.99473
18001,70.35447
18051,75.08238
18101,74.67197
18151,75.25357
18200,81.26817
18251,89.76170
18301,89.31212
18351,89.73881
18401,86.93214
18452,89.75153
18501,81.42659
18562,77.70157
18600,81.22528
18650,86.00016
18702,89.71585
18751,89.75860
