time,strength,level,source
363,99,4,gsm
1365,99,4,gsm
5416,99,4,gsm
8445,99,4,gsm
10416,99,4,gsm
13468,99,4,gsm
16547,99,4,gsm
19563,99,4,gsm
23567,99,4,gsm
25563,99,4,gsm
28647,99,4,gsm
32614,99,4,gsm
34663,99,4,gsm
36679,99,4,gsm
40749,99,4,gsm
43714,99,4,gsm
45767,99,4,gsm
50818,99,4,gsm
52815,99,4,gsm
54814,99,4,gsm
