time,azimuth
5,100
52,93
102,90
152,98
202,91
251,97
302,91
363,92
402,89
451,94
500,93
552,90
601,87
652,91
701,92
751,91
801,91
851,92
902,88
951,92
1001,88
1051,93
1101,94
1151,92
1201,87
1251,89
1303,91
1365,93
1402,92
1451,90
1502,93
1552,90
1603,91
1651,90
1701,91
1751,93
1801,88
1851,94
1901,92
1952,93
2001,94
2052,88
2103,91
2151,92
2202,95
2251,94
2301,91
2368,93
2402,89
2451,90
2501,86
2551,91
2601,90
2651,91
2701,89
2751,89
2801,90
2851,98
2902,89
2952,95
3003,94
3052,89
3102,92
3152,92
3202,89
3252,91
3301,91
3364,90
3403,91
3453,92
3502,91
3552,85
3602,92
3651,90
3701,92
3751,95
3802,90
3852,90
3902,92
3952,89
4001,84
4052,91
4102,92
4151,82
4202,84
4252,90
4301,88
4364,94
4404,92
4451,98
4501,113
4551,102
4601,111
4651,100
4701,133
4751,88
4801,58
4852,123
4902,111
4952,126
5003,94
5052,118
5102,105
5152,106
5202,112
5251,91
5302,106
5353,154
5416,84
5451,78
5502,86
5552,89
5601,90
5652,86
5701,87
5752,92
5805,85
5852,84
5902,83
5952,94
6002,90
6052,131
6102,93
6152,97
6202,104
6252,117
6302,103
6352,128
6417,98
6451,90
6501,109
6551,86
6601,101
6652,111
6704,146
6752,103
6802,87
6852,90
6902,91
6951,96
7002,94
7051,99
7103,91
7153,93
7202,90
7251,98
7303,107
7351,98
7412,87
7452,133
7502,124
7553,147
7601,115
7651,119
7702,110
7752,99
7801,102
7852,134
7901,127
7952,106
8001,119
8052,108
8102,102
8153,104
8202,95
8251,100
8301,100
8352,92
8445,88
8452,87
8501,73
8551,89
8602,90
8651,104
8701,103
8751,103
8803,113
8851,124
8901,118
8952,127
9002,109
9051,117
9102,109
9153,100
9202,115
9252,103
9303,99
9351,143
9415,106
9452,104
9502,90
9552,99
9601,99
9652,92
9701,94
9751,82
9802,83
9851,109
9902,89
9952,102
10002,98
10052,117
10102,115
10151,109
10203,109
10251,121
10302,115
10351,114
10415,115
10452,136
10501,140
10552,128
10601,103
10651,101
10701,95
10751,104
10801,92
10851,80
10901,89
10951,77
11001,111
11051,102
11103,131
11151,101
11201,138
11252,107
11301,111
11352,109
11415,133
11452,108
11502,121
11552,110
11602,105
11651,-150
11702,143
11751,89
11802,94
11851,87
11902,90
11952,74
12007,86
12052,92
12101,98
12152,119
12202,119
12251,119
12301,150
12351,133
12413,128
12455,134
12502,134
12551,115
12601,120
12651,121
12701,132
12751,151
12801,108
12851,77
12901,116
12952,98
13002,81
13052,96
13104,102
13152,106
13201,107
13252,114
13301,100
13351,-156
13403,128
13468,128
13501,154
13552,116
13602,116
13653,117
13701,157
13751,152
13802,136
13851,107
13902,98
13952,108
14002,100
14053,94
14101,90
14152,93
14202,103
14251,112
14303,115
14352,118
14402,132
14451,143
14514,151
14552,135
14601,134
14653,130
14703,124
14751,178
14802,-174
14852,110
14904,102
14953,91
15002,97
15052,92
15101,84
15151,88
15202,122
15252,149
15301,152
15353,149
15401,127
15452,-164
15513,115
15552,67
15605,58
15651,73
15701,91
15751,109
15801,132
15851,-173
15903,-152
15952,-147
16001,-151
16052,-144
16102,-138
16152,-142
16201,-128
16251,-128
16301,-130
16352,-126
16401,-130
16451,-127
16547,-150
16554,-138
16601,-108
16651,-142
16701,-112
16751,-117
16801,-138
16851,-126
16901,-126
16951,-118
17002,-134
17052,-136
17101,-166
17152,-153
17203,-157
17251,-161
17302,-165
17352,-127
17402,-121
17452,-94
17502,-115
17565,-104
17605,-99
17651,-99
17702,-107
17751,-108
17801,-104
17851,-143
17901,-92
17951,-111
18001,-109
18051,-112
18102,-113
18152,-112
18201,-128
18252,-126
18302,-138
18352,-129
18401,-141
18452,-109
18502,-132
18562,-115
18601,-110
18651,-115
18703,-114
18751,-111
18801,-109
18851,-111
18903,-112
18953,-103
19003,-112
19051,-106
19102,-109
19152,-112
19202,-158
19251,-134
19302,-112
19352,-122
19401,-125
19452,-123
19501,-126
19563,-125
19602,-104
19653,-120
19701,-120
19751,-121
19801,-117
19852,-107
19901,-108
19951,-102
20001,-111
20052,-99
20102,-105
20151,-111
20201,-101
20251,-153
20302,169
20352,-109
20402,-118
20452,-97
20501,-137
20601,-129
20644,-126
20655,-121
20701,-130
20751,-128
20801,-122
20852,-108
20901,-112
20951,-102
21002,-111
21052,-103
21101,-108
21152,-115
21204,-112
21251,-120
21301,-176
21352,-114
21401,-114
21452,-118
21502,-110
21565,-119
21601,-126
21652,-124
21702,-134
21754,-121
21802,-124
21852,-99
21902,-118
21951,-104
22002,-108
22052,-100
22102,-103
22151,-98
22202,-111
22252,-111
22303,-119
22352,-133
22402,-87
22452,-116
22501,-126
22575,-122
22604,-112
22651,-120
22701,-118
22752,-129
22801,-129
22851,-120
22902,-120
22952,-114
23001,-111
23054,-111
23101,-115
23152,-112
