time,steps
363,649
8446,650
10416,651
11415,652
12413,653
13469,654
14514,655
15514,656
16548,658
17566,660
18563,661
19564,662
20601,665
21565,666
22575,667
23569,668
24566,669
25564,671
26562,673
27565,675
28649,676
29615,678
30617,680
31612,681
32614,683
34664,684
35666,685
36679,686
37665,687
38665,688
39664,689
40749,691
41714,693
42714,695
43714,696
44744,697
45767,698
46763,700
47764,701
48767,703
49824,704
50819,705
51813,706
52815,707
53815,708
54814,709
55813,710
