time,azimuth
1,93
52,84
101,90
152,87
201,92
252,94
302,86
352,90
401,87
452,88
501,88
551,87
602,92
651,91
701,85
751,94
801,91
865,88
901,90
951,86
1001,89
1051,89
1101,92
1152,84
1201,89
1252,84
1302,92
1352,88
1402,88
1451,89
1501,88
1551,88
1601,89
1652,87
1702,89
1751,91
1802,85
1851,90
1917,93
1951,89
2002,82
2051,90
2101,94
2153,93
2201,92
2251,92
2300,90
2350,89
2401,92
2450,93
2501,87
2551,92
2601,88
2651,88
2701,91
2751,87
2801,91
2851,90
2916,94
2952,90
3002,92
3051,88
3102,86
3152,83
3203,85
3254,89
3303,88
3352,91
3401,92
3452,90
3501,92
3551,89
3602,87
3651,88
3702,85
3752,87
3802,85
3851,88
3916,80
3952,81
4002,90
4052,105
4101,90
4151,84
4203,92
4251,98
4302,79
4351,92
4402,114
4451,81
4502,82
4552,108
4601,100
4652,83
4702,95
4751,114
4802,70
4852,72
4913,109
4953,73
5001,90
5052,134
5101,83
5152,84
5202,104
5251,85
5302,74
5351,93
5402,99
5451,84
5501,105
5551,155
5601,86
5652,90
5701,127
5752,90
5802,86
5852,100
5915,109
5951,79
6002,106
6052,101
6102,77
6152,67
6202,125
6254,88
6302,98
6352,129
6401,86
6452,85
6501,102
6552,75
6602,72
6651,98
6702,122
6751,85
6801,93
6851,159
6915,88
6952,87
7002,113
7051,96
7101,84
7152,75
7201,121
7251,95
7301,79
7352,74
7401,135
7451,105
7502,89
7552,107
7601,122
7652,93
7705,79
7752,63
7802,147
7852,107
7901,81
7964,152
8002,89
8052,85
8102,92
8151,120
8201,93
8252,82
8301,84
8352,138
8401,114
8452,78
8502,109
8551,124
8602,100
8652,99
8702,118
8751,108
8802,89
8852,96
8901,137
8967,113
9004,113
9052,127
9101,132
9153,88
9202,90
9251,128
9301,112
9351,88
9402,77
9452,131
9502,96
9552,90
9601,73
9651,122
9702,110
9753,102
9802,113
9851,144
9902,97
9972,77
10002,81
10051,95
10102,123
10152,99
10202,87
10252,-159
10302,107
10351,63
10401,42
10451,57
10501,113
10552,80
10602,73
10652,98
10702,157
10752,180
10802,171
10851,-179
10902,-167
10974,-172
11002,-169
11052,-166
11101,-168
11151,159
11203,178
11251,-153
11302,-155
11351,-160
11402,160
11451,-149
11501,-156
11552,-159
11601,-175
11652,-152
11701,-150
11754,-134
11801,-136
11852,-141
11901,-149
11952,-145
12016,-154
12052,-133
12101,-139
12152,179
12202,-169
12251,-151
12301,-152
12351,-141
12401,-129
12451,-132
12501,-120
12551,-130
12602,-126
12651,-119
12701,-122
12751,-132
