time,steps
866,502
6915,503
7964,505
8967,506
9973,508
10974,510
12017,512
14015,514
15017,516
16015,517
17049,519
18019,521
19015,522
20063,524
21084,526
22071,528
23064,529
24112,531
25141,533
26118,534
27115,537
28114,539
29150,540
30115,542
31113,544
32112,545
33147,547
34164,549
35166,551
36215,553
37285,554
38264,556
39269,558
40315,560
41320,562
42375,563
43364,565
44366,567
45392,568
46363,570
47363,572
48367,574
