time,dB(SPL)
2,58.27628
52,60.60390
101,59.10413
151,57.14665
201,59.70853
251,63.11886
301,58.37109
351,45.57507
402,52.54732
451,47.27224
501,50.39656
550,31.36403
601,42.14420
651,37.95254
719,38.27628
751,33.80392
802,29.24796
851,36.52150
902,39.18083
953,45.80069
1001,43.46373
1051,35.70660
1100,32.46499
1151,29.24796
1201,29.24796
1251,37.02517
1301,42.98438
1354,41.28916
1401,30.88136
1451,41.06157
1500,35.41704
1551,30.62958
1601,35.26856
1651,43.80663
1715,34.64788
1759,31.36403
1801,30.88136
1851,39.82452
1901,31.36403
1951,36.39088
2001,34.80725
2051,37.84189
2100,41.43764
2151,39.82452
2201,55.40231
2250,55.10225
2301,37.38463
2351,41.72720
2405,35.84783
2450,37.38463
2501,28.62728
2551,40.82785
2601,30.88136
2656,30.62958
2715,40.42379
2752,36.39088
2801,30.62958
2851,33.44196
2901,46.10703
2951,50.34392
3001,36.39088
3051,42.86030
3101,35.11750
3151,48.36603
3201,44.76092
3251,43.28706
3301,41.93820
3351,46.76913
3400,52.54732
3451,46.10703
3503,40.74853
3552,47.38432
3600,44.19030
3651,45.71115
3715,53.69691
3751,51.73175
3801,48.72325
3855,52.40272
3903,46.48565
3951,47.71213
4001,50.98007
4051,63.78419
4101,57.36113
4151,63.30489
4200,58.97804
4251,60.05196
4300,53.64290
4351,52.84929
4401,42.60668
4451,52.58819
4502,61.03848
4551,55.53402
4601,57.30208
4651,48.33281
4701,51.70921
4762,42.86030
4800,33.44196
4852,48.39911
4901,49.00498
4951,44.55773
5001,38.27628
5050,30.88136
5101,29.82723
5151,37.26646
5201,38.38156
5251,46.96610
5301,44.55773
5350,48.06241
5401,40.25674
5450,46.80888
5501,38.79039
5551,37.38463
5600,45.20143
5651,41.65571
5701,42.47703
5763,48.06241
5801,40.50612
5852,40.25674
5900,35.98681
5951,45.39026
6001,50.98007
6051,47.45824
6101,39.36966
6151,39.91270
6200,33.25516
6251,39.18083
6301,38.38156
6351,54.63178
6401,57.15871
6451,57.01292
6501,48.78665
6551,49.51342
6600,37.02517
6651,43.04577
6701,37.02517
6764,44.19030
6801,46.23508
6851,33.44196
6901,37.38463
6951,37.38463
7000,41.79810
7051,47.23456
7101,45.39026
7151,58.98780
7202,53.66094
7254,46.10703
7301,44.76092
7350,43.52183
7401,35.70660
7451,38.79039
7501,35.11750
7551,45.15357
7601,44.19030
7651,32.25568
7700,47.56796
7791,64.78599
7801,72.56573
7851,66.03795
7901,62.11020
7950,59.89514
8001,61.72007
8051,65.62067
8101,66.48565
8152,63.17328
8201,65.11510
8251,55.44643
8300,30.62958
8351,57.50123
8401,61.73431
8451,60.28201
8501,42.21179
8550,36.77698
8601,25.57507
8652,25.57507
8701,30.37028
8765,25.57507
8802,30.88136
8851,30.62958
8901,25.57507
8951,33.44196
9001,29.82723
9051,25.57507
9101,33.06425
9151,36.90196
9201,43.10672
9251,30.88136
9301,30.88136
9351,38.58838
9401,31.59567
9451,35.41704
9501,26.44439
9551,27.23456
9601,29.24796
9651,33.44196
9700,38.16970
9763,41.72720
9804,42.79758
9851,49.93859
9900,50.23767
9951,48.84960
10001,46.10703
10051,47.15870
10101,41.79810
10151,48.62728
10201,42.98438
10251,38.27628
10301,41.21396
10351,59.96519
10401,40.74853
10451,40.42379
10501,47.81870
10551,35.56303
10600,54.79145
10651,60.35735
10701,31.82129
10764,61.56914
10802,42.47703
10852,39.18083
10902,29.24796
10951,46.02060
11001,30.88136
11139,45.20143
11201,30.62958
11251,25.10545
11301,32.46499
11351,25.57507
11400,26.44439
11451,30.88136
11501,35.41704
11552,30.88136
11601,30.37028
11651,35.84783
11701,45.75603
11791,47.99347
11805,36.90196
11851,44.34968
11901,28.29947
11951,35.41704
12000,26.84845
12051,33.97940
12101,31.36403
12151,44.45433
12200,35.98681
12251,26.84845
12306,30.62958
12351,49.45513
12401,38.16970
12451,39.73543
12501,30.62958
12551,36.39088
12601,25.57507
12651,29.24796
12701,25.57507
12764,41.72720
12801,27.23456
12851,40.25674
12901,42.54210
12951,40.82785
13000,45.00840
13051,47.74780
13101,34.15140
13151,44.29688
13201,37.84189
13251,45.93330
13300,30.62958
13351,44.60898
13401,43.57954
13451,31.82129
13501,36.77698
13551,41.79810
13601,34.15140
13651,30.62958
13701,25.57507
13764,34.48552
13801,30.62958
13851,41.06157
13900,37.72981
13951,35.26856
14000,31.59567
14051,34.15140
14101,42.00741
14151,34.80725
14201,39.36966
14251,42.92256
14301,35.84783
14351,43.22736
14401,44.55773
14451,33.97940
14501,33.97940
14551,40.00000
14602,41.06157
14651,33.97940
14701,33.44196
14771,42.00741
14801,41.43764
14851,33.97940
14902,35.98681
14950,39.82452
15002,41.51094
15051,30.88136
15101,39.73543
15152,44.45433
15201,42.98438
15252,33.97940
15301,28.29947
15351,44.65992
15401,37.84189
15451,35.70660
15501,39.08485
15550,29.24796
15601,37.95254
15651,44.24375
15701,38.68997
15764,41.93820
15804,34.80725
15851,48.49763
15900,46.64877
15951,59.88634
16001,36.77698
16051,27.23456
16101,31.36403
16151,30.37028
16201,25.57507
16251,30.62958
16301,26.44439
16351,30.62958
16401,30.88136
16451,30.62958
16501,30.88136
16551,49.57133
16601,44.76092
16650,33.44196
16701,25.57507
16750,41.72720
16815,40.82785
16851,48.46492
16900,50.13010
16951,45.24902
17000,45.52924
17051,53.51557
17101,47.78332
17151,54.91710
17201,54.59949
17252,52.04120
17301,48.49763
17351,52.80963
17401,48.33281
17450,50.39656
17501,52.12763
17551,48.23239
17601,51.29332
17652,51.07766
17703,52.60856
17752,51.26962
17812,45.88932
17851,45.15357
17901,41.65571
17951,49.27786
18001,50.95549
18052,43.40523
18101,42.60668
18151,30.62958
18201,46.52672
18251,45.00840
18300,33.25516
18351,42.00741
18401,32.46499
18450,37.50123
18502,44.24375
18551,47.49497
18601,49.24796
18651,50.47493
18701,48.29947
18751,53.51557
18813,43.40523
18851,45.20143
18901,40.82785
18951,40.17200
19005,48.13080
19051,46.06392
19101,42.27887
19151,40.58768
19201,35.84783
19252,46.60828
19302,40.42379
19351,38.16970
19401,37.95254
19452,36.77698
19500,38.79039
19551,37.26646
19601,45.71115
19651,44.81098
19701,27.23456
19751,37.38463
19815,31.59567
19859,39.46256
19901,33.25516
19951,36.25827
20001,33.80392
20051,27.23456
20100,26.84845
20151,36.52150
20201,40.08643
20250,40.25674
20301,25.57507
20354,25.57507
20401,27.95880
20453,38.27628
20502,42.98438
20551,44.65992
20601,30.37028
20650,32.46499
20701,36.39088
20751,37.72981
20813,32.25568
20851,34.15140
20901,34.48552
20951,42.47703
21001,44.60898
21051,38.16970
21101,30.88136
21151,43.34635
21200,41.79810
21251,43.10672
21301,36.77698
21351,25.57507
21401,33.44196
21452,43.22736
21501,44.13652
21551,40.08643
21600,34.96376
21651,34.48552
21701,30.88136
21750,36.39088
21801,37.26646
21864,38.16970
21901,39.36966
21950,38.98780
22001,46.23508
22050,43.57954
22101,37.02517
22151,34.80725
22201,29.24796
22250,45.15357
22301,34.80725
22350,46.27734
22401,47.92399
22452,34.15140
22501,32.25568
22551,28.29947
22600,25.57507
22651,30.88136
22700,30.88136
22751,30.37028
22801,43.86249
22863,28.29947
22901,25.57507
22951,25.57507
23001,27.95880
23052,25.57507
23101,27.23456
23151,26.44439
23200,31.36403
23251,30.37028
23301,25.57507
23351,25.57507
23401,25.57507
23451,25.57507
23501,38.48559
23551,26.44439
23601,25.57507
23651,25.57507
23701,25.57507
23751,25.57507
23801,25.57507
23851,25.57507
23914,26.44439
23954,26.44439
24001,25.57507
24051,26.44439
24100,25.57507
24151,26.44439
24201,25.57507
24251,25.57507
24301,25.57507
24351,26.44439
24403,25.57507
24451,42.54210
24501,26.84845
24551,29.54243
24600,25.57507
24651,29.82723
24700,25.57507
24751,28.62728
24800,26.44439
24851,29.54243
24913,26.84845
24951,47.27224
25001,57.48964
25051,40.34067
25101,27.95880
25151,26.44439
25201,25.57507
25253,25.57507
25301,25.57507
25351,25.57507
25401,26.44439
25451,26.84845
25501,48.23239
25553,32.25568
25601,26.44439
25651,44.34968
25701,30.37028
25751,25.57507
25801,25.57507
25851,26.44439
25914,25.57507
25957,25.57507
26002,26.44439
26052,26.84845
26101,25.10545
26151,25.57507
26201,25.57507
26251,25.57507
26301,25.57507
26352,25.57507
26401,26.84845
26451,28.29947
26501,27.95880
26551,27.23456
26601,28.62728
26651,64.84088
26701,71.60938
26751,89.74560
26801,85.22145
26852,87.10021
26915,84.03995
26952,79.93286
27001,74.40649
27051,61.59086
27101,57.86414
27151,64.37596
27201,66.34455
27250,64.78098
27300,26.44439
27351,25.10545
27401,26.44439
27451,25.57507
27501,25.57507
27551,25.57507
27601,25.57507
27651,25.57507
27701,25.57507
27751,25.57507
27801,25.57507
27851,25.57507
27922,25.57507
27956,25.57507
28001,25.57507
28050,25.57507
28101,25.57507
28152,25.57507
28200,25.57507
28251,25.57507
28300,25.10545
28351,25.57507
28401,25.57507
28451,25.57507
28503,25.57507
28552,26.44439
28601,25.57507
28651,25.57507
28705,25.57507
