time,USER,SYSTEM,IOW,IRQ
684,0,0,0,0
1719,25,50,0,25
2770,0,0,0,0
3821,0,0,0,0
4819,33,33,0,0
5816,0,0,0,0
6875,0,0,0,0
7870,33,66,0,0
8866,66,33,0,0
9879,0,0,0,0
10874,50,50,0,0
11880,50,25,0,25
12919,0,0,0,0
13917,0,0,0,0
14918,20,60,0,0
15918,0,0,0,0
16924,50,50,0,0
17976,0,0,0,0
18971,66,33,0,0
19966,33,66,0,0
