time,strength,level,source
230,99,4,gsm
1232,99,4,gsm
3234,99,4,gsm
6314,99,4,gsm
10367,99,4,gsm
12329,99,4,gsm
14334,99,4,gsm
19380,99,4,gsm
22455,99,4,gsm
24481,99,4,gsm
27583,99,4,gsm
31681,99,4,gsm
34708,99,4,gsm
36729,99,4,gsm
39732,99,4,gsm
41730,99,4,gsm
44782,99,4,gsm
48790,99,4,gsm
50821,99,4,gsm
