time,dB(SPL)
21,67.26848
68,70.27234
118,71.60709
167,70.55260
229,72.56165
268,67.86799
318,73.13729
367,70.06492
418,74.70239
468,73.68793
517,73.19452
568,71.45511
617,72.63496
668,71.87679
718,73.81986
769,72.23871
818,72.69559
868,72.17052
919,73.56855
968,72.83147
1017,72.93395
1068,73.34906
1117,72.35468
1169,70.01296
1231,73.46595
1268,74.01580
1317,73.42160
1368,73.21921
1418,73.89035
1467,70.60912
1518,71.32875
1568,76.10186
1618,74.16332
1668,75.88697
1718,77.70044
1767,75.65089
1818,74.68799
1868,74.24289
1918,74.31505
1968,71.19813
2018,69.83843
2067,69.15461
2118,72.56573
2168,72.30005
2234,69.61738
2328,69.09385
2340,72.69559
2368,67.46927
2418,70.21894
2467,67.67990
2518,70.10571
2568,70.59117
2617,74.08644
2667,72.95939
2718,72.16838
2768,68.50742
2818,70.80659
2868,67.23078
2918,68.68179
2968,70.90614
3018,73.21541
3068,72.69760
3118,75.94535
3168,74.11214
3233,71.77887
3268,74.30167
3319,71.90551
3368,72.26626
3418,72.23234
3468,71.00701
3518,70.16251
3568,66.74119
3618,71.73400
3668,70.29892
3718,70.86397
3768,66.68103
3818,69.57133
3868,71.76992
3918,73.43641
3968,73.26836
4018,73.67535
4068,71.67757
4118,75.62793
4168,74.56545
4230,73.52106
4268,72.06505
4318,68.71052
4368,73.08353
4418,73.72021
4469,68.95866
4518,71.13811
4568,68.87152
4617,70.29627
4668,73.64832
4718,73.60490
4769,71.55443
4818,74.36671
4868,72.88680
4918,70.09485
4968,69.66889
5018,74.22433
5068,75.02712
5118,77.16593
5168,75.64085
5218,74.97461
5282,75.21599
5319,73.94633
5369,74.11043
5419,72.74179
5468,69.67745
5518,69.37581
5568,71.72274
5618,73.17930
5668,70.95303
5719,74.56058
5768,74.72634
5818,73.09892
5868,71.39450
5917,72.53297
5967,72.89468
6018,74.49371
6068,71.91213
6119,72.13837
6168,71.81461
6218,88.15360
6313,85.37062
6320,86.92628
6372,79.61007
6418,75.73077
6468,72.40064
6518,75.47280
6568,73.59764
6617,74.02445
6668,71.83909
6718,73.59764
6768,72.29373
6818,77.53936
6868,78.98878
6920,79.48655
6967,75.88139
7018,82.33547
7068,81.34291
7118,78.04223
7168,77.22591
7217,73.55396
7282,72.55346
7318,73.65012
7368,73.93237
7418,72.80764
7467,73.61215
7517,75.79443
7567,72.54937
7617,75.80993
7668,81.45969
7718,74.72634
7768,78.44828
7818,79.79167
7869,74.26813
7918,75.87860
7968,71.75871
8018,71.12364
8068,72.14052
8118,72.78973
8168,74.87333
8217,80.15410
8268,78.72424
8331,74.87333
8370,77.43496
8418,73.97593
8468,74.03309
8518,75.03328
8568,73.36772
8618,76.67314
8669,75.57604
8719,77.01292
8768,75.56158
8818,78.62611
8867,76.21271
8918,78.27416
8968,77.35171
9017,80.08815
9068,77.44662
9119,76.69858
9168,73.91664
9218,72.79769
9268,72.82155
9330,76.55126
9368,74.91710
9417,79.11376
9468,79.33316
9518,78.65962
9568,80.46093
9618,77.41510
9669,78.84413
9719,78.67885
9768,82.57445
9818,81.99844
9869,81.91315
9918,81.09456
9969,81.04618
10018,81.29590
10068,78.35326
10118,79.15310
10168,82.43382
10218,83.81056
10269,81.30636
10332,76.84344
10369,78.14285
10418,74.79619
10468,77.47571
10518,76.52279
10568,78.04441
10618,77.51858
10668,79.53525
10718,75.68807
10769,77.20077
10819,77.95584
10868,77.19117
10918,78.41081
10967,78.62000
11018,78.77640
11068,76.02258
11118,79.06649
11168,78.80036
11218,79.31250
11270,78.92413
11333,77.58077
11368,79.76493
11417,78.07699
11468,77.43379
11518,79.01508
11568,77.78491
11618,79.04616
11669,78.01608
11719,79.23601
11768,78.78639
11818,73.04299
11868,73.96723
11918,73.34906
11968,73.12771
12018,73.86926
12068,73.95330
12119,77.93714
12168,82.57445
12218,80.86646
12268,75.70944
12329,72.86313
12368,74.63339
12417,72.01075
12468,73.61577
12518,72.44013
12568,70.42276
12618,71.96486
12668,70.11114
12717,70.61424
12767,70.32012
12817,66.74119
12867,70.46712
12917,69.19388
12968,67.74067
13018,66.64877
13068,69.17880
13118,70.23499
13168,71.27199
13217,71.41086
13268,71.52683
13331,71.08251
13368,71.00212
13418,71.69793
13468,69.30171
13518,68.89338
13568,69.85800
13618,70.70841
13668,73.02168
13718,71.16697
13768,70.07309
13818,71.18856
13868,74.20912
13918,72.68955
13968,75.19789
14018,75.03943
14067,74.03136
14118,78.11268
14168,76.37639
14218,76.21943
14268,75.61355
14332,76.82844
14369,75.12664
14418,74.17691
14468,73.89035
14518,74.84979
14568,71.69115
14617,75.62505
14668,73.23625
14718,74.69760
14769,76.93045
14818,76.96994
14868,77.30919
14918,76.49423
14968,69.78229
15018,68.49437
15068,65.04249
15118,71.56591
15169,67.69423
15218,69.62025
15268,67.66913
15330,69.41996
15368,71.54524
15418,70.23767
15468,67.03979
15518,64.23842
15568,60.53883
15618,63.05799
15668,65.83625
15718,66.70916
15768,67.39915
15818,69.70875
15868,70.59630
15918,70.98497
15969,80.87589
16018,79.02481
16068,85.87079
16121,81.82208
16168,65.09096
16218,80.44197
16268,79.60825
16333,79.77207
16369,79.23317
16418,81.92568
16468,77.73320
16518,89.73767
16567,87.90932
16618,75.55723
16668,77.96133
16718,87.91421
16767,75.79302
16817,87.71963
16868,80.66123
16918,83.46256
16968,82.25947
17018,81.07923
17068,79.75064
17118,82.63301
17168,74.55245
17218,81.32055
17268,70.16521
17318,74.61403
17389,77.41276
17418,79.64995
17469,80.11648
17518,75.29398
17568,69.27786
17618,82.78183
17667,70.33599
17718,78.39516
17767,71.67078
17818,67.66194
17868,70.06492
17919,72.91434
17968,71.33111
18018,73.08738
18068,72.55141
18118,74.76610
18168,70.91109
18218,81.37633
18268,79.03355
18318,76.25426
18391,77.50238
18420,80.08041
18467,80.60795
18518,77.27240
18568,75.39345
18618,72.82353
18668,75.62218
18718,74.99009
18767,85.29872
18817,76.27562
18868,79.09064
18918,81.78467
18968,80.69497
19018,77.73207
19068,77.20077
19118,80.49218
19168,72.38395
19218,71.36873
19268,70.11927
19318,74.27485
19379,71.24348
19418,74.23277
19468,69.29277
