time,steps
230,176
8332,177
9332,178
10367,180
11334,181
12329,183
13333,185
14334,187
15330,188
16334,190
17390,192
18392,194
19380,195
20382,197
21432,199
22455,200
23482,202
24481,203
25541,205
26616,207
27583,208
28582,210
29632,212
30655,214
31681,216
32680,217
33684,219
34708,220
35692,222
36729,224
37732,226
38754,227
39732,229
40732,230
41731,232
42814,234
43779,235
44783,237
45786,239
46802,241
47788,242
48790,244
49780,246
50821,248
51833,249
52832,250
