time,level,voltage(mV),temperature(C),current(avg),current(instantaneous),charging
230,87,4008,29.4,-9223372036854775808,1207699,0
1232,87,4008,29.4,-9223372036854775808,988407,0
2236,87,4008,29.4,-9223372036854775808,1060845,0
3234,87,4008,29.4,-9223372036854775808,746801,0
4231,87,4008,29.4,-9223372036854775808,770325,0
5283,87,4008,29.4,-9223372036854775808,769665,0
6315,87,4008,29.4,-9223372036854775808,751308,0
7283,87,4008,29.4,-9223372036854775808,575215,0
8332,87,4008,29.4,-9223372036854775808,602585,0
9332,87,4008,29.4,-9223372036854775808,770984,0
10367,87,4008,29.4,-9223372036854775808,722619,0
11334,87,4008,29.4,-9223372036854775808,716353,0
12329,87,4008,29.4,-9223372036854775808,1046225,0
13332,87,4008,29.4,-9223372036854775808,742954,0
14334,87,4008,29.4,-9223372036854775808,758892,0
15330,87,4008,29.4,-9223372036854775808,735370,0
16334,87,4008,29.4,-9223372036854775808,511681,0
17390,87,4008,29.4,-9223372036854775808,607641,0
18392,87,4008,29.4,-9223372036854775808,584119,0
19380,87,4008,29.4,-9223372036854775808,702943,0
20382,87,4008,29.4,-9223372036854775808,662272,0
21432,87,4008,29.4,-9223372036854775808,622261,0
22455,87,4008,29.4,-9223372036854775808,976316,0
23481,87,4008,29.4,-9223372036854775808,643256,0
24481,87,4008,29.4,-9223372036854775808,699755,0
25541,87,4008,29.4,-9223372036854775808,539600,0
26615,87,4008,29.4,-9223372036854775808,657876,0
27583,87,4008,29.4,-9223372036854775808,739216,0
28582,87,4008,29.4,-9223372036854775808,600606,0
29632,87,4008,29.4,-9223372036854775808,564993,0
30655,87,4008,29.4,-9223372036854775808,546635,0
31681,87,4008,29.4,-9223372036854775808,587965,0
32680,87,4008,29.4,-9223372036854775808,860569,0
33684,87,4008,29.4,-9223372036854775808,652160,0
34708,87,4008,29.4,-9223372036854775808,661063,0
35692,87,4008,29.4,-9223372036854775808,542129,0
36729,87,4008,29.4,-9223372036854775808,516737,0
37732,87,4008,29.4,-9223372036854775808,543998,0
38754,87,4008,29.4,-9223372036854775808,575215,0
39732,87,4008,29.4,-9223372036854775808,625998,0
40732,87,4008,29.4,-9223372036854775808,809127,0
41731,87,4008,29.4,-9223372036854775808,610829,0
42814,87,4008,29.4,-9223372036854775808,589175,0
43779,87,4008,29.4,-9223372036854775808,561255,0
44783,87,4008,29.4,-9223372036854775808,573346,0
45786,87,4008,29.4,-9223372036854775808,696018,0
46802,87,4008,29.4,-9223372036854775808,641937,0
47788,87,4008,29.4,-9223372036854775808,494423,0
48790,87,4008,29.4,-9223372036854775808,545317,0
49780,87,4008,29.4,-9223372036854775808,731522,0
50821,87,4008,29.4,-9223372036854775808,606982,0
51833,87,4008,29.4,-9223372036854775808,738558,0
52832,87,4008,29.4,-9223372036854775808,624130,0
