time,hPa
54,1008.50574
1102,1008.50067
2102,1008.50574
3158,1008.50574
4221,1008.48572
5205,1008.49573
6206,1008.49573
7253,1008.50574
8262,1008.49573
9303,1008.50574
10353,1008.49377
11370,1008.48572
