time,available,total
54,465076224,1945096192
1103,463413248,1945096192
2103,465022976,1945096192
3158,464617472,1945096192
4222,465203200,1945096192
5206,470605824,1945096192
6206,467599360,1945096192
7253,465174528,1945096192
8262,465326080,1945096192
9303,464482304,1945096192
10353,464457728,1945096192
11370,465334272,1945096192
