time,USER,SYSTEM,IOW,IRQ
54,42,13,0,0
1103,42,13,0,0
2103,42,13,0,0
3158,42,13,0,0
4222,44,14,0,0
5206,44,14,0,0
6206,44,14,0,0
7253,44,14,0,0
8262,42,11,0,0
9303,42,11,0,0
10353,42,11,0,0
11370,42,11,0,0
