time,strength,level,source
785,99,4,gsm
1821,99,4,gsm
3785,99,4,gsm
6839,99,4,gsm
10848,99,4,gsm
12887,99,4,gsm
15888,99,4,gsm
19936,99,4,gsm
21988,99,4,gsm
23985,99,4,gsm
29035,99,4,gsm
31087,99,4,gsm
35088,99,4,gsm
37086,99,4,gsm
40084,99,4,gsm
44086,99,4,gsm
47186,99,4,gsm
49234,99,4,gsm
