time,dB(SPL)
27,69.24197
73,68.14102
123,73.22868
173,71.20770
222,61.13047
273,56.13716
324,55.59193
373,54.45268
423,57.81959
473,57.24263
522,60.11219
573,50.23767
623,46.80888
673,56.25827
723,56.76438
784,60.00000
824,61.34886
873,50.37028
925,50.88136
972,60.85151
1023,61.62695
1073,64.61409
1122,62.93496
1173,57.23069
1223,49.88309
1273,45.10545
1325,51.93194
1372,83.28527
1423,71.99111
1473,60.52249
1523,50.37028
1572,55.73503
1625,51.77663
1672,50.21090
1723,52.23447
1820,58.32908
1838,61.32652
1873,57.94154
1924,62.47703
1972,61.35629
2023,60.31558
2072,58.42332
2123,57.80842
2173,77.13941
2223,63.56227
2272,61.65571
2323,62.95353
2373,60.31558
2423,66.85240
2473,63.00284
2523,64.02248
2573,54.79145
2622,58.70006
2673,66.18408
2723,63.10672
2785,64.86076
2823,67.47662
2873,60.89863
2923,59.36031
2973,54.87020
3024,58.87978
3073,61.96595
3123,58.46488
3173,69.72861
3223,66.44852
3273,61.08460
3323,58.94867
3372,55.23856
3423,66.46917
3479,58.00734
3523,66.95050
3573,61.91733
3622,67.71213
3673,69.43170
3723,89.15945
3785,71.08009
3823,75.99921
3872,67.39545
3922,66.51852
3973,59.55447
4023,57.51280
4073,76.97732
4123,65.04249
4175,59.74438
4224,62.09657
4275,62.08291
4322,61.59086
4373,62.04181
4422,60.58768
4473,85.79579
4523,79.92585
4573,65.33404
4624,67.36946
4674,56.77698
4724,68.40902
4772,61.60531
4833,64.25440
4873,63.36995
4923,61.39336
4972,60.84363
5023,62.82900
5073,66.79698
5123,67.94141
5173,72.18548
5223,76.13445
5273,76.58608
5323,76.33410
5373,69.75690
5423,74.09845
5473,73.35466
5523,68.35939
5573,67.89953
5624,66.25624
5674,64.02794
5722,79.78276
5773,77.89186
5866,73.82163
5876,81.63630
5927,79.36686
5973,73.26271
6023,76.33940
6072,74.53943
6123,71.28859
6173,68.98957
6223,71.02412
6273,69.01114
