time,level,voltage(mV),temperature(C),current(avg),current(instantaneous),charging
785,85,3921,29.4,-9223372036854775808,670077,0
1826,85,3921,29.4,-9223372036854775808,850567,0
2786,85,3921,29.4,-9223372036854775808,723498,0
3785,85,3921,29.4,-9223372036854775808,1180879,0
4834,85,3921,29.4,-9223372036854775808,818800,0
5867,85,3921,29.4,-9223372036854775808,877827,0
6839,85,3921,29.4,-9223372036854775808,677771,0
7841,85,3921,29.4,-9223372036854775808,514429,0
8836,85,3921,29.4,-9223372036854775808,1238037,0
9861,85,3921,29.4,-9223372036854775808,847928,0
10848,85,3921,29.4,-9223372036854775808,350536,0
11844,84,4017,29.2,-9223372036854775808,915310,0
12888,84,4017,29.2,-9223372036854775808,607202,0
13892,84,4017,29.2,-9223372036854775808,717782,0
14887,84,4017,29.2,-9223372036854775808,610389,0
15888,84,4017,29.2,-9223372036854775808,648532,0
16934,84,4017,29.2,-9223372036854775808,782526,0
17981,84,4017,29.2,-9223372036854775808,584338,0
18952,84,4017,29.2,-9223372036854775808,461777,0
19936,84,4017,29.2,-9223372036854775808,719651,0
20984,84,4017,29.2,-9223372036854775808,922895,0
21988,84,4017,29.2,-9223372036854775808,622481,0
22988,84,4017,29.2,-9223372036854775808,491565,0
23985,84,4017,29.2,-9223372036854775808,534764,0
24996,84,4017,29.2,-9223372036854775808,588845,0
26023,84,4017,29.2,-9223372036854775808,625009,0
27042,84,4017,29.2,-9223372036854775808,692941,0
28034,84,4017,29.2,-9223372036854775808,531027,0
29035,84,4017,29.2,-9223372036854775808,800332,0
30126,84,4017,29.2,-9223372036854775808,370872,0
31087,84,4017,29.2,-9223372036854775808,506844,0
32085,84,4017,29.2,-9223372036854775808,379776,0
33086,84,4017,29.2,-9223372036854775808,480134,0
34089,84,4017,29.2,-9223372036854775808,341084,0
35089,84,4017,29.2,-9223372036854775808,673924,0
36085,84,4017,29.2,-9223372036854775808,497281,0
37087,84,4017,29.2,-9223372036854775808,433857,0
38109,84,4017,29.2,-9223372036854775808,365156,0
39088,84,4017,29.2,-9223372036854775808,581810,0
40084,84,4017,29.2,-9223372036854775808,474418,0
41085,84,4017,29.2,-9223372036854775808,620613,0
42118,84,4017,29.2,-9223372036854775808,529707,0
43087,84,4017,29.2,-9223372036854775808,513220,0
44086,84,4017,29.2,-9223372036854775808,563343,0
45137,84,4017,29.2,-9223372036854775808,532896,0
46186,84,4017,29.2,-9223372036854775808,528499,0
47187,84,4017,29.2,-9223372036854775808,581810,0
48237,84,4017,29.2,-9223372036854775808,523332,0
49234,84,4017,29.2,-9223372036854775808,498600,0
50270,84,4017,29.2,-9223372036854775808,565322,0
51238,84,4017,29.2,-9223372036854775808,393186,0
