time,steps
785,325
7841,327
8836,329
9861,330
10848,332
11844,334
12888,336
13892,337
14887,339
15888,341
16934,343
17981,344
18952,346
19936,348
20984,350
22016,352
22988,353
23985,355
24996,357
26023,359
27042,360
28034,362
29036,363
31087,365
32085,367
33086,369
34089,371
35089,372
36085,374
37087,375
38109,377
39088,379
40084,381
41085,382
42118,384
43087,385
44086,387
45137,389
46186,392
47187,394
48237,396
