time,azimuth
28,114
74,111
123,108
173,115
223,113
273,108
324,110
374,106
423,110
474,108
523,109
573,110
624,108
673,109
724,109
785,108
826,105
873,101
925,104
973,111
1024,109
1074,103
1123,104
1173,100
1224,102
1273,112
1325,99
1373,102
1423,113
1474,103
1524,110
1574,107
1626,105
1673,108
1724,100
1821,106
1838,103
1874,104
1925,113
1973,108
2024,104
2073,108
2124,102
2173,104
2224,108
2273,105
2323,99
2374,112
2423,103
2474,103
2523,97
2574,101
2623,99
2674,108
2723,108
2786,104
2824,100
2873,100
2924,107
2973,106
3024,105
3074,104
3123,106
3174,107
3223,107
3274,104
3324,100
3373,102
3424,105
3479,103
3523,106
3574,110
3623,109
3673,97
3723,104
3785,115
3824,100
3873,101
3923,97
3973,104
4023,104
4074,99
4123,90
4177,89
4225,92
4276,92
4323,94
4373,97
4423,96
4473,95
4524,97
4573,101
4625,101
4674,103
4725,118
4773,98
4834,127
4874,125
4924,83
4973,97
5024,91
5073,103
5124,107
5173,94
5223,100
5273,76
5323,106
5373,75
5424,93
5473,94
5524,93
5573,118
5625,88
5675,88
5723,99
5774,101
5866,126
5877,-160
5927,100
5973,141
6023,84
6073,73
6123,91
6174,89
6224,98
6273,91
6323,110
6373,108
6423,95
6474,117
6523,-88
6573,79
6624,125
6674,110
6724,113
6773,117
6839,109
6874,111
6924,113
6974,158
7023,110
7074,129
7123,147
7174,134
7223,136
7275,106
7329,114
7374,122
7423,130
7474,130
7523,135
7573,-172
7624,94
7674,93
7724,98
7774,115
7840,114
7874,109
7924,143
7973,96
8024,97
8074,137
8124,105
8175,-160
8226,118
8274,162
8324,-163
8374,98
8425,93
8473,110
8523,106
8573,114
8623,122
8674,74
8723,11
8773,74
8836,4
8874,8
8924,115
8973,116
9023,108
9074,106
9123,96
9173,92
9224,96
9273,70
9323,171
9373,117
9423,166
9473,52
9523,144
9574,60
9623,143
9673,106
9723,123
9773,128
9861,102
9877,-170
9924,69
9973,19
10023,177
10073,104
10123,121
10173,111
10223,171
10274,131
10323,80
10373,60
10431,-43
10474,-22
10524,6
10573,20
10623,-1
10673,-44
10723,-80
10774,-112
10847,-123
10874,-128
10924,-137
10973,-136
11024,-132
11073,-132
11124,-126
11173,-125
11224,-124
11274,-122
11325,-129
11374,-128
11423,-133
11473,-131
11523,-126
11573,-127
11624,-130
11673,-118
11723,-117
11774,-131
11844,-112
11874,-126
11924,-122
11973,-115
12023,-129
12073,-120
12124,-121
12174,-127
12225,-108
12274,-104
12324,-92
12373,-99
12425,-103
12473,-113
12524,-119
12574,-110
12624,-119
12673,-115
12723,-110
12774,-115
12824,-113
12887,-109
12924,-124
12974,-124
13024,-120
13073,-125
13123,-118
13173,-115
13224,-126
13273,-134
13323,-119
