2171264,-16616,-3432,4160,-2492,8758,-1204
2182704,-16584,-3280,3952,-2837,8543,-595
2193884,-16448,-3380,4048,-3052,8245,80
2204544,-16352,-3464,3600,-2970,7698,299
2215464,-16292,-3488,3476,-2788,8188,543
2226384,-16168,-3396,3712,-2636,8452,1053
2237564,-16004,-3296,3940,-2468,7805,1013
2248756,-15620,-3280,3676,-1974,7632,901
2259664,-15404,-3156,3620,-1155,7516,680
2270584,-15556,-3212,2716,-584,8179,270
2281244,-16128,-2848,2404,-189,8834,225
2291904,-16100,-2768,1736,-341,10519,557
2302828,-16256,-2756,1996,-782,11563,1109
2314004,-16244,-2860,1608,-918,10933,1153
2325184,-16052,-2700,1532,-893,9762,1090
2336104,-15564,-2792,1260,-762,8212,877
2346788,-15372,-2780,1728,-543,6741,304
2357424,-15080,-2736,1072,-7,5615,-366
2367824,-15268,-2592,944,474,5951,-888
2378224,-15800,-2476,948,650,5682,-1009
2388884,-15920,-2568,584,904,5296,-1097
2399544,-16220,-2500,284,1126,4853,-1156
2410464,-16040,-2360,-516,1228,5127,-1025
2421644,-16248,-2716,-480,1178,5402,-797
2432564,-16304,-2808,-668,576,6087,-434
2443224,-16232,-2580,-388,-146,7252,243
2453884,-15688,-2792,-220,-512,7674,667
2464544,-15276,-3024,-36,-630,7041,651
2474944,-14984,-2892,-276,-664,6928,232
2485604,-14952,-2932,180,-592,6552,-123
2496288,-15168,-3000,188,-280,5843,-565
2506924,-14372,-2916,-132,424,5068,-930
2517584,-15232,-3004,-1056,1235,6142,-1337
2529052,-16188,-2848,-632,1721,5575,-1241
2540208,-15792,-2708,-2460,1755,6788,-805
2551384,-15724,-2824,-2508,1295,7684,-445
2562568,-15332,-1836,-3244,590,7829,-235
2573484,-14972,-1908,-3176,6,7510,-389
2583884,-14588,-1920,-3632,-581,7141,-869
2595064,-14916,-2060,-3332,-1195,7558,-1227
2606768,-14860,-2144,-3240,-1696,7904,-1323
2618468,-15024,-2708,-2532,-2046,7824,-1706
2630188,-15248,-3216,-2464,-1695,7505,-2243
2641868,-15916,-3224,-2320,-1062,7079,-2578
2653564,-16012,-3208,-2684,-182,6519,-2671
2665004,-16172,-3080,-2880,177,7064,-2471
2676184,-15800,-3276,-4088,179,8201,-2339
2687364,-15332,-3736,-4992,-33,9672,-2472
2698544,-13740,-4376,-5488,-241,11634,-2631
2710244,-15716,-4868,-5360,-730,10554,-2970
2721944,-16384,-4572,-6448,-1917,7983,-2420
2733648,-15440,-3708,-6520,-2992,7901,-2102
2745348,-14604,-3096,-5328,-3196,9384,-2091
2757044,-13740,-3584,-6120,-2804,14281,-2360
2769008,-13992,-4692,-4728,-1849,17428,-2224
2780964,-15008,-4768,-4612,-1073,16159,-2541
2792924,-15056,-5008,-5120,-428,14420,-2533
2804624,-15432,-4400,-5972,64,13117,-2508
2815804,-15420,-4476,-7460,235,11413,-2464
2827244,-15384,-4372,-8220,-110,9833,-2007
2838684,-15216,-4000,-9096,-1090,9213,-1986
2850384,-14148,-3852,-9788,-2340,10351,-2092
2862344,-13092,-4132,-10556,-3268,14526,-2488
2874564,-12792,-3952,-10324,-3444,18637,-2256
2886784,-13472,-4324,-8760,-2285,21003,-1639
2898744,-13844,-3768,-9072,89,19286,-705
2909664,-14704,-4096,-6412,2248,14210,526
2920848,-13816,-4424,-6300,3716,9113,1801
2932024,-13020,-4352,-9152,4260,5578,2673
2943204,-12280,-4248,-9396,5210,5930,3002
2954384,-12704,-2572,-9532,5219,5601,3075
2965568,-12472,-2424,-10048,4594,5568,3073
2977004,-12160,-2268,-10572,3703,5611,2914
2988436,-11756,-2220,-11560,2875,7446,2977
2999888,-11940,-3280,-11500,2292,10137,3534
3011588,-12528,-3692,-11128,1917,10570,4258
3023284,-12232,-4016,-11484,1817,10478,4833
3034988,-11328,-3916,-11976,1710,10999,5127
3046684,-10684,-4004,-11688,1466,12509,5099
3058384,-10824,-4344,-10652,1201,13116,4602
3070084,-10824,-4436,-10300,1067,11926,3670
3081784,-10980,-4384,-10968,1114,10342,2635
3093484,-10700,-3132,-11240,897,8520,1845
3104664,-10192,-2804,-12404,490,8005,1476
3115844,-9848,-3048,-12924,-125,8942,1634
3127048,-9828,-3228,-12640,-774,10587,2070
3138464,-9676,-3696,-11564,-1460,11122,2540
3150164,-9720,-4032,-10900,-2016,10013,2803
3161888,-9228,-4084,-11488,-2325,8889,2772
3173304,-8712,-4044,-12020,-2428,8431,2546
3184748,-8104,-4204,-13084,-2336,9555,2201
3196184,-7884,-3904,-13264,-2263,10787,1728
3207884,-8112,-3964,-12824,-2153,11298,1286
3219584,-8576,-3920,-13140,-1724,10914,793
3231024,-7816,-3620,-12552,-1456,10600,803
3242464,-7608,-3412,-12392,-1415,10841,1038
3254164,-7564,-3692,-11648,-1472,10308,1133
3265868,-7548,-3948,-11620,-1635,7992,998
3277044,-7244,-3836,-12736,-1991,5562,738
3288224,-7056,-3844,-14448,-2449,4386,443
3299408,-6732,-3700,-16204,-2752,4955,-81
3310584,-6232,-3612,-16976,-2909,7107,-593
3322024,-6344,-3052,-16720,-3026,10011,-1094
3333984,-6496,-2752,-15184,-2860,12309,-1298
3345968,-6452,-2584,-13384,-3076,12075,-573
3357644,-6628,-2852,-12548,-3336,9734,442
3368824,-6220,-2976,-13012,-3370,7405,1233
3380276,-5764,-3240,-14004,-3153,5670,1621
3391704,-5072,-3416,-15960,-2767,5216,1695
3403144,-4404,-3428,-16828,-2274,8015,1330
3414584,-4240,-3164,-16336,-1750,10694,598
3426024,-4612,-2356,-15372,-1333,12025,-93
3437464,-5196,-2288,-14884,-1205,11643,-370
3449164,-4956,-2268,-15164,-1248,10548,-205
3460892,-4728,-2280,-16004,-1384,10995,239
3472304,-4348,-1816,-16140,-1509,12080,390
3483748,-3936,-1868,-15748,-1744,12747,461
3495184,-3824,-1496,-14288,-2236,12100,452
3506624,-3800,240,-13384,-3423,10003,-601
3517804,-2404,-960,-15028,-3953,7781,-1581
3529268,-3208,-1632,-14728,-4430,6183,332
3540424,-3740,-1168,-14432,-4518,4935,1382
3551864,-3012,-864,-15568,-3884,3945,1165
3563068,-2292,-440,-17224,-2967,3999,313
3573968,-1792,-520,-18636,-2588,6756,482
3584876,-2120,-772,-18116,-2404,10615,1243
3596328,-2460,-624,-15696,-2107,12469,1866
3607764,-2464,-732,-13632,-1882,10733,2168
3619204,-1776,-1104,-17188,-928,9417,1849
3630384,-1084,-1876,-19444,1644,12933,228
3641564,-1268,-1716,-17280,1866,13556,-953
3653008,-976,-1420,-16724,-592,12661,-1799
3664444,524,-1760,-17988,-1721,14116,-2339
3675884,184,-1512,-15904,-1189,15627,-2231
3687324,-468,-928,-14988,-574,15114,-1477
3698504,576,-1312,-15420,21,14921,-1190
3709164,1132,-1824,-15420,591,14569,-1202
3720336,1088,-1752,-15128,1095,12483,-1321
3731788,1848,-1328,-16060,1552,11426,-1233
3743224,2176,-1352,-16412,2178,11777,-702
3754408,2256,-1216,-16216,2668,12060,-303
3765584,2612,-1496,-15512,3131,12310,0
3775984,2980,-1304,-15184,3793,12612,487
3786904,3164,-1928,-14356,4775,12765,1145
3798088,3220,-2316,-13932,5749,11398,1790
3809264,3396,-2284,-14252,6439,9482,1900
3820184,4184,-2648,-15384,6696,8680,1826
3831104,4836,-3396,-16324,6492,10742,1396
3842284,4712,-3936,-16108,5873,11828,425
3853204,4656,-3764,-15968,5187,11298,-474
3864384,4824,-3556,-16932,4599,11830,-1241
3875824,5440,-3600,-16636,4252,13310,-1691
3887264,5212,-2900,-15440,4304,14299,-1801
3898704,5092,-2740,-14500,4435,14011,-1737
3910144,5484,-2732,-14732,4010,12598,-1753
3921584,6088,-2904,-15800,3144,12522,-1652
3933024,6860,-3064,-16372,2273,14434,-1387
3944468,6924,-3036,-14788,2048,15332,-1286
3955904,6888,-3008,-13188,2218,13562,-1121
3967344,7516,-3464,-13736,2169,11083,-714
3978524,8056,-4188,-14940,1964,10547,-608
3989704,8380,-4504,-15412,1696,11205,-787
4000884,8380,-4076,-14876,1433,12241,-1003
4012324,8836,-3532,-15020,1016,13902,-1105
4023764,8924,-3540,-13816,1143,15811,-985
4034944,8768,-3524,-11356,1451,15405,-975
4046128,9116,-3592,-11476,1765,13883,-1096
4057564,9484,-3432,-12212,2153,12147,-1136
4069004,9908,-3696,-13436,2153,10751,-975
4080184,10264,-3720,-14276,1989,11027,-657
4091624,10496,-3960,-13772,2007,12171,-448
4103064,10808,-3240,-13772,2181,14219,-552
4114508,11036,-3744,-13028,1986,16451,-717
4125944,11504,-2988,-11804,1581,17656,-767
4137384,11596,-2724,-10452,1026,17188,-734
4148824,11464,-2716,-9296,-75,15050,-316
4159744,12080,-3048,-10204,-1204,13445,292
4171184,12448,-3352,-10892,-1751,13958,1369
4182884,12164,-4000,-11528,-1216,15264,1987
4194584,12404,-4240,-11920,-160,17450,1954
4206024,12564,-5236,-9848,434,18579,1935
4216944,12704,-5316,-8476,903,17266,1081
4227864,13288,-4024,-8668,1242,16735,378
4238784,13692,-3272,-9084,923,17863,537
4249444,13920,-3116,-9280,-407,19550,1129
4260648,13672,-3304,-8008,-1906,20537,1707
4272064,13756,-4008,-6884,-2905,19963,1992
4283504,14788,-4316,-7044,-3742,18637,2142
4294944,15464,-5284,-7584,-4341,18836,1914
4306384,15160,-4664,-7272,-3868,20116,1564
4317824,14384,-4820,-4816,-2958,19552,1154
4329264,14596,-4432,-3536,-1643,15847,402
4340444,15228,-4584,-3160,-1011,13004,203
4351624,15836,-4664,-3832,-700,12060,602
4362544,15628,-4696,-3796,-718,11939,660
4373464,15908,-4340,-4412,-1042,12107,517
4384644,16152,-4604,-6280,-1469,15103,501
4395824,16376,-4872,-6156,-1692,19454,533
4407004,15968,-4764,-4920,-1693,22609,542
4418184,17728,-4852,-3780,-1449,25631,496
4429364,17388,-5524,-1512,-749,28509,-134
4440544,16296,-4228,-408,-429,27789,-550
4451468,15536,-4020,720,-519,26223,-404
4462124,14556,-3724,2460,-147,22317,-526
4473040,14208,-4460,3128,487,15192,-379
4483704,14988,-4472,2340,1076,9564,187
4494104,17000,-3848,-800,1020,9284,678
4504504,18704,-4412,-3516,737,16748,1030
4515424,17564,-4016,-2008,354,24995,638
4526088,16120,-4072,1592,-193,27542,-2
4536484,15752,-4216,2872,-375,27441,-204
4547404,15524,-4336,2896,-422,27981,91
4557804,15116,-4416,3756,-349,28614,304
4568464,14920,-4328,4600,-116,29653,392
4579124,13504,-4336,8492,460,26250,289
4589524,13428,-3856,9352,900,18352,27
4599664,14196,-3752,7164,734,13660,210
4610068,14636,-3708,5416,105,13122,366
4620464,14800,-3176,5664,-492,14678,339
4631124,14596,-3572,6280,-718,17596,379
4641784,13836,-4136,7792,-455,18547,595
4652444,13508,-4272,7840,-125,19114,1001
4663368,12824,-4476,8192,418,21029,1978
4674024,12104,-4600,10008,1025,22079,2853
4685204,10856,-4100,10960,1374,20407,4131
4696384,11480,-4136,11152,1404,16055,4968
4707564,12092,-4324,11088,1369,12241,5102
4718744,12696,-4348,11212,1183,8599,4811
4729664,13456,-4764,10536,934,7045,4450
4740324,14240,-4956,10120,961,8621,4050
4750984,13840,-5092,10028,1004,11188,3459
4762164,13648,-5088,10780,1102,12826,3154
4773344,13116,-5012,10620,1428,14134,2989
4784528,12488,-5120,10520,1716,14886,3215
4795704,12256,-5216,11200,1890,16099,3658
4806884,11016,-5312,10384,2026,17000,4106
4818064,10712,-5180,12460,1978,16247,4670
4829248,11056,-5572,13416,1880,13945,4774
4840424,11704,-5528,12980,1718,11069,4356
4851604,12912,-5764,12136,1530,10765,3671
4862784,12608,-5620,12624,1491,11252,2423
4873964,12676,-4944,12516,1661,11896,1070
4885144,12476,-5132,12240,1843,14039,67
4895808,11744,-5028,12812,1895,15340,-773
4906984,10956,-4780,13024,1953,15638,-2015
4918424,10244,-4788,13460,1870,14949,-2660
4929868,9544,-4936,12952,1732,15395,-2997
4941044,8892,-4844,13664,1476,15122,-3335
4952224,8704,-5460,13132,986,14768,-3320
4963144,8200,-5192,13564,676,15612,-3017
4974064,7020,-4572,14348,557,15990,-3213
4984984,6456,-3680,14416,474,13828,-3528
4995904,6616,-3088,13800,286,12595,-3711
5006824,6596,-3948,13076,-259,12519,-3662
5018004,6024,-3940,14688,-882,11022,-3429
5029184,5632,-2912,14392,-1221,9631,-3009
5040364,4872,-4148,16680,-1025,8538,-2871
5051536,4432,-3344,15868,-826,5026,-2917
5062464,4552,-3360,14940,-856,4069,-2666
5073384,4356,-3232,14856,-1051,4108,-2240
5084564,4460,-3872,15732,-797,5280,-1394
5095488,4272,-3900,16412,-204,5723,-525
5106144,5188,-3716,15520,495,8168,272
5116284,5312,-3256,15868,1088,10623,778
5126944,4968,-4144,16508,1752,11800,869
5137604,4276,-3732,17740,2233,8735,385
5148004,4592,-4328,16128,2261,6329,-235
5158688,4780,-4312,15712,1838,4796,-710
5169324,4960,-4460,15548,1303,3806,-1244
5180244,5168,-4204,15120,1035,4154,-1371
5191164,5092,-4120,15996,1152,5414,-1129
5202084,4756,-3928,17204,1881,6705,-1111
5213004,4336,-3456,17260,2963,7882,-1187
5223924,3928,-3568,17316,3885,8885,-1203
5234844,3556,-3764,17140,4632,8872,-1417
5245764,3344,-3676,16620,4937,8532,-1209
5256688,3196,-3764,16540,5159,8035,-910
5267344,3060,-3368,16500,5292,6866,-918
5278004,3128,-3364,15976,5128,5781,-878
5288664,2996,-2988,16168,4901,5115,-919
5299324,2896,-2820,16740,4912,3924,-819
5310008,2844,-2284,16580,5189,3249,-671
5320644,1928,-2728,17616,5852,2578,-1050
5331564,1892,-2148,17448,6326,1251,-1214
5342484,2116,-2176,16408,6564,848,-1205
5353144,2584,-1892,15852,6740,1335,-1001
5364064,2996,-1888,15884,6743,2875,-769
5374748,2716,-2372,16304,6765,3751,-986
5385384,2596,-980,16408,6875,4280,-861
5395788,2384,-1052,16628,7060,4487,-944
5406468,2124,-800,16516,7174,4391,-896
5416844,2204,-1080,16316,7178,5036,-658
5427504,2604,-1168,16456,7096,6741,-404
5438164,2484,-1224,16848,7065,7998,-34
5448564,1540,-848,17064,7116,8260,172
5458728,828,-588,16828,7192,7578,130
5468584,0,-284,16584,7263,6511,-72
5477944,-208,236,16536,7139,5094,-380
5488084,4,236,16408,6766,3575,-560
5497444,240,104,16716,6358,2238,-632
5507324,836,72,16360,6092,1358,-664
5516944,1208,132,16352,5854,1674,-605
5527084,928,32,16392,5910,2309,-683
5536704,1136,252,16480,6349,3684,-632
5546844,1524,324,16236,7066,5793,-590
5557016,1192,472,16368,7874,8019,-582
5567124,1484,564,15112,8542,10121,-802
5577524,-1016,1480,15404,8834,11661,-765
5588444,-1692,1904,16976,8409,10217,-871
5599364,-844,1824,16524,7682,7459,-992
5609764,-1004,1840,16432,6931,4838,-937
5620424,-1260,1784,16872,6152,-2172,-760
5631344,-360,1912,16444,5655,-3957,-389
5642004,188,1980,16128,5359,-2294,129
5652144,-644,2312,16984,5268,196,750
5662028,-364,2384,17128,5437,-626,1107
5672424,-20,2860,16712,5514,-845,1226
5682564,4,2704,16464,5391,-1006,989
5692184,40,3164,15884,5265,-2268,469
5702064,760,3480,15376,4992,-887,-18
5711948,448,3868,15516,4793,4464,-344
5722084,-100,3624,16520,4774,6064,-313
5732484,64,3720,16548,5014,5780,-350
5742364,-256,4076,17252,5229,4252,-444
5752764,-400,4580,16964,5097,2461,-715
5763168,-820,4636,16632,4618,1123,-605
5773564,-764,4220,15856,4024,386,-530
5783704,-800,4196,14940,3728,810,-1000
5794104,-600,4892,14744,3772,1764,-1594
5804764,-1664,5292,15680,3978,2728,-2071
5815684,-1844,4932,16232,4088,3372,-2389
5826612,-1184,5148,15496,4055,3073,-2363
5837524,-512,5176,14640,3858,1791,-2612
5848184,-1920,5180,16148,3841,1176,-2626
5859104,-976,5352,15024,4125,1273,-2434
5869764,-1208,4932,15508,4606,1508,-2058
5880684,-1204,4920,15984,5165,1410,-1672
5891604,-1460,4812,16084,5402,1124,-1190
5902524,-1476,5172,16376,5148,409,-601
5912924,-1316,5200,16184,4539,-315,-273
5923612,-704,5312,16232,3747,-992,-323
5933984,-776,5316,16216,3178,-1442,-264
5944644,-572,4880,15620,2817,-498,-303
5955044,-76,4052,15476,2824,3192,-328
5965184,-392,5312,16400,3016,4567,-216
5975608,-1080,5416,16440,3197,3278,-308
5986244,-200,5632,15832,3075,4435,-139
5996648,-1244,5656,16044,2686,1441,93
6006788,-1376,5380,15932,1984,1400,317
6017184,-1272,5656,16488,1287,418,204
6027328,-1732,5756,16648,429,-649,319
6037464,-1916,5780,17076,-352,-2382,553
6048124,-2052,5284,16892,-1089,-4632,832
6059048,-1484,5668,16860,-1643,-6560,1201
6070224,-1012,5396,16684,-1919,-8329,1465
6081404,-788,4428,16376,-1578,-8923,1313
6092348,16,5128,16008,-768,-8233,1201
6102464,-48,5260,16440,175,-6073,1398
6112604,448,5096,16044,1092,-3984,1362
6123004,260,5456,16000,1766,-2126,1284
6133404,-332,5832,16280,2137,-1549,1247
6144068,-444,6088,16076,2237,-2199,1092
6154724,44,6376,15788,1956,-2756,808
6164604,400,6268,15824,1639,-2528,697
6174748,588,6196,15752,1463,-2421,766
6184884,212,6312,15624,1328,-2881,1120
6195288,-288,5872,15988,1299,-4409,1368
6205944,-72,5860,15944,1316,-6360,1648
6216344,456,5900,15656,1249,-7446,1863
6226744,568,6108,15528,1378,-7654,1861
6237144,1052,6088,15444,1692,-7304,1621
6247804,1636,5940,14968,2303,-6006,1193
6258464,1820,6020,14892,3012,-3913,654
6268864,1696,6196,14684,3601,-2255,473
6279268,1748,6028,14472,4070,-1416,307
6289664,1576,6260,14660,4449,-1463,237
6300064,1796,6120,14528,4888,-1888,303
6310464,1788,6072,14660,5480,-2756,530
6320864,1552,6376,14600,6126,-4295,886
6331264,1256,6824,15192,7045,-6368,1283
6341924,1088,6416,15292,8430,-8985,1400
6352584,1468,5544,14664,9563,-11102,1204
6363504,1592,6284,14932,10257,-12455,850
6374428,2160,7124,14160,11012,-11780,492
6385344,3208,7896,14060,11086,-9546,-82
6396008,4340,8420,13632,10412,-5397,-525
6406948,4436,8920,13188,9584,-1115,-573
6417584,3772,9184,13876,8874,709,-235
6427728,3352,9684,13464,8296,470,325
6437628,3228,9988,12992,7958,-318,892
6447744,3132,9940,13112,7739,-1563,1244
6458408,3096,10184,13108,7947,-3320,1206
6469324,3164,10284,13076,8504,-4742,664
6479984,3224,10380,13240,9383,-5410,-134
6490904,3708,10244,12644,10282,-5248,-1125
6502348,3696,10288,12568,11355,-4456,-2040
6513784,3560,10348,12904,12165,-4935,-2661
6525224,3804,10664,12428,12866,-5787,-3008
6536664,4436,11152,11264,13252,-5333,-3067
6548104,4584,11788,10812,13421,-4300,-2858
6559544,4540,12000,10148,13525,-3374,-2593
6570984,4164,12416,10264,13574,-3154,-2422
