time,level,voltage(mV),temperature(C),current(avg),current(instantaneous),charging
466,78,3953,29.2,-9223372036854775808,997883,0
1467,78,3953,29.2,-9223372036854775808,557853,0
2495,78,3953,29.2,-9223372036854775808,608537,0
3469,78,3953,29.2,-9223372036854775808,673922,0
4469,78,3953,29.2,-9223372036854775808,625652,0
5468,78,3953,29.2,-9223372036854775808,460874,0
6470,78,3953,29.2,-9223372036854775808,574967,0
7466,78,3953,29.2,-9223372036854775808,505195,0
8465,78,3953,29.2,-9223372036854775808,448147,0
9467,78,3953,29.2,-9223372036854775808,500148,0
10495,78,3953,29.2,-9223372036854775808,521760,0
11465,78,3953,29.2,-9223372036854775808,884338,0
12465,77,3953,29.2,-9223372036854775808,572444,0
13466,77,3953,29.2,-9223372036854775808,610512,0
14498,77,3953,29.2,-9223372036854775808,605356,0
15520,77,3953,29.2,-9223372036854775808,500807,0
16514,77,3953,29.2,-9223372036854775808,538874,0
17515,77,3953,29.2,-9223372036854775808,600967,0
18520,77,3953,29.2,-9223372036854775808,746108,0
19521,77,3953,29.2,-9223372036854775808,619946,0
20519,77,3953,29.2,-9223372036854775808,737223,0
21567,77,3953,29.2,-9223372036854775808,578149,0
22566,77,3953,29.2,-9223372036854775808,559719,0
23569,77,3953,29.2,-9223372036854775808,678311,0
24570,77,3953,29.2,-9223372036854775808,493786,0
25566,77,3953,29.2,-9223372036854775808,678969,0
26639,77,3953,29.2,-9223372036854775808,608537,0
27616,77,3953,29.2,-9223372036854775808,493237,0
28617,77,3953,29.2,-9223372036854775808,688403,0
29615,77,3953,29.2,-9223372036854775808,762674,0
30656,77,3953,29.2,-9223372036854775808,483692,0
31665,77,3953,29.2,-9223372036854775808,519786,0
32666,77,3953,29.2,-9223372036854775808,832337,0
33668,77,3953,29.2,-9223372036854775808,564216,0
34703,77,3953,29.2,-9223372036854775808,532511,0
35671,77,3953,29.2,-9223372036854775808,524832,0
36666,77,3953,29.2,-9223372036854775808,639036,0
37665,77,3953,29.2,-9223372036854775808,574967,0
38688,77,3953,29.2,-9223372036854775808,749290,0
39670,77,3953,29.2,-9223372036854775808,547761,0
40666,77,3953,29.2,-9223372036854775808,476122,0
41665,77,3953,29.2,-9223372036854775808,552807,0
42688,77,3953,29.2,-9223372036854775808,602284,0
43666,77,3953,29.2,-9223372036854775808,601626,0
44667,77,3953,29.2,-9223372036854775808,720766,0
45674,77,3953,29.2,-9223372036854775808,729653,0
46698,77,3953,29.2,-9223372036854775808,533170,0
47665,77,3953,29.2,-9223372036854775808,660538,0
