time,dB(SPL)
5,61.42291
54,62.77868
104,65.13916
154,61.81926
204,60.19751
254,53.76840
305,58.73027
354,62.27887
404,62.29222
466,60.24831
504,58.41290
554,60.79621
604,62.05553
653,60.87510
704,62.89148
754,66.12421
803,65.81404
854,77.80730
904,80.75809
953,79.26347
1003,74.42467
1053,70.56548
1104,68.73597
1154,72.09748
1203,68.81503
1254,64.44392
1304,64.83591
1353,62.29222
1404,62.36529
1466,66.34455
1504,65.35751
1554,60.34901
1603,58.84016
1653,56.83970
1703,61.36372
1753,59.58186
1803,68.60795
1853,70.78403
1904,69.86358
1954,69.86637
2005,65.19665
2054,62.68354
2104,60.72459
2154,51.93194
2203,58.71015
2254,62.85404
2304,62.04181
2353,60.08643
2403,70.04854
2492,63.67109
2504,60.42379
2553,61.16092
2603,67.94489
2653,69.83004
2703,68.79928
2754,68.52046
2804,70.81910
2853,70.62447
2904,70.11927
2954,75.47719
3004,75.96058
3054,72.92023
3104,68.68499
3154,72.93591
3203,72.01946
3255,71.76095
3304,74.98700
3354,73.38448
3405,75.41410
3468,72.53297
3504,66.61639
3553,68.82133
3604,71.79229
3654,69.36990
3703,69.11820
3754,69.38465
3804,71.92094
3854,61.95902
3903,76.70620
3953,76.16962
4003,69.61738
4053,69.00806
4103,68.92142
4154,67.91002
4204,70.56033
4254,62.86030
4304,63.34044
4354,65.72913
4404,74.36173
4468,65.59790
4504,68.15122
4554,62.25880
4604,66.44852
4654,64.41262
4704,61.69153
4754,65.83182
4805,63.93457
4854,70.25636
4904,74.68319
4954,74.99473
5004,77.31274
5054,78.66570
5104,81.36446
5154,74.72793
5204,74.33509
5254,75.24156
5303,73.74166
5354,75.99646
5404,70.45671
5468,74.02791
5504,73.69152
5554,67.05522
5604,63.69383
5654,64.86076
5704,72.10395
5754,65.09579
5804,69.43170
5854,63.53918
5904,70.04581
5954,72.65926
6003,74.78986
6054,72.16838
6104,79.46071
6155,78.66468
6205,77.91177
6256,75.60346
6305,74.55733
6354,73.94284
6404,78.84115
6470,79.48010
6511,77.01170
6554,72.12763
6608,68.52697
6653,68.39911
6704,76.36056
6754,71.94732
6804,69.03573
6854,69.65747
6904,70.60143
6954,74.19049
7004,70.65254
7054,63.87362
7104,61.02305
7154,58.49592
7206,59.10413
7254,71.30515
7304,65.76051
7354,66.26891
7403,60.32395
7466,58.58838
7503,70.18674
7554,65.20620
7603,62.49660
7654,68.30281
7705,73.02944
7753,67.15107
7804,69.69454
7854,68.12740
7904,63.83461
7954,60.15496
8004,66.98166
8054,66.73320
8105,69.44049
8154,67.45824
8204,64.55259
8255,66.43611
8304,68.22229
8354,66.02494
8403,64.23309
8464,63.36405
8504,62.91635
8554,67.42136
8605,68.96794
8654,64.70552
8704,69.87474
8754,65.89814
8804,64.37596
8854,69.14249
8903,66.82077
8954,68.95866
9004,67.82223
9053,67.18152
9104,66.15420
9154,67.15107
9204,69.16671
9253,61.01533
9303,64.51135
9354,63.53340
9404,60.36569
9466,65.85398
9504,65.74708
9554,66.17556
9604,74.70079
9653,68.88714
9703,69.36104
9753,71.62534
9803,69.11820
9854,67.79749
9904,69.45220
9954,67.41026
10004,68.98031
10053,68.25929
10104,69.46682
10154,76.01572
10203,68.88714
10255,64.83591
10305,66.23084
10354,68.30948
10404,63.28111
10469,63.36995
10505,59.86872
10554,53.29284
10603,63.46955
10653,65.51083
10703,65.42754
10753,64.21707
10804,66.04662
10853,62.17806
10904,61.01533
10954,61.27417
11004,66.21387
11054,56.24489
11104,55.05633
11154,53.00615
11204,63.65970
11254,63.68247
11305,63.00899
11354,62.95971
11404,62.31886
11464,59.00730
11504,58.86989
11554,61.59086
11604,57.50123
11654,50.60399
11704,56.20465
11753,55.83381
11804,54.25299
11854,53.58856
11904,59.36031
11954,50.47493
12005,60.14642
12054,62.85404
12104,59.57274
12154,58.13747
12204,60.41551
12254,58.71015
12304,70.38868
12353,67.14726
12403,70.20285
12464,67.55705
12504,65.45539
12554,61.27417
12604,64.89049
12654,63.32860
12704,69.16671
12753,69.13643
12804,70.62958
12854,65.93769
12904,65.54760
12954,61.95902
13004,64.53200
13054,64.13112
13104,63.73913
13154,73.02750
13206,67.11286
13254,81.08000
13304,85.80737
13355,86.04489
13404,85.95083
13464,84.59159
13504,83.36170
13554,76.06914
13604,76.29161
13654,71.73400
13704,66.43611
13754,63.09456
13804,67.05522
13854,62.19832
13904,59.73543
13954,56.41716
14004,57.02517
14053,68.77717
14104,70.89376
14154,63.45789
14204,69.11516
14254,61.40815
14304,57.21873
14353,66.65281
14404,69.66604
14497,72.63496
14506,64.79600
14554,54.61565
14604,61.70581
14654,55.28352
14704,55.72082
14754,52.72976
14803,66.54718
14853,68.18852
14903,68.82133
14954,64.73075
15004,62.12382
15054,41.13810
15103,29.24796
15153,33.97940
15204,42.27887
15254,39.36966
15304,63.87918
15355,61.73431
15405,69.04800
15454,72.65724
15518,74.67037
15554,68.12058
15604,70.80909
15654,67.81870
15703,73.55396
15753,70.41753
15803,70.51126
15853,72.15767
15904,69.39644
15954,66.05960
16003,66.72519
16057,66.43611
16104,63.43453
16154,63.87362
16204,78.16004
16254,69.31658
16303,66.48565
16354,64.66500
16404,65.53842
16453,64.10950
16514,61.84739
16555,58.37109
16604,62.72807
16654,62.11701
16704,66.70113
16754,68.64335
16804,63.03965
16854,65.70664
16904,75.74496
16954,75.11292
17004,72.73978
17054,70.90614
17104,69.58286
17154,68.65939
17204,59.84223
17254,53.19832
17304,64.20102
17353,71.27199
17404,69.98274
17454,73.47332
17515,77.08004
17554,73.56126
17604,71.92974
17654,67.08985
17704,64.00606
17754,59.94773
17804,67.17012
17855,71.86129
17904,71.92534
17954,64.34968
18004,66.68103
18054,64.62939
18104,73.03525
18154,71.31932
18204,77.83855
18254,71.83909
18304,73.50457
18354,73.42531
18404,68.67540
18454,70.98742
18519,70.41753
18555,84.07697
18603,74.34675
18653,65.38091
18703,66.37379
18753,67.60422
18803,63.76732
18854,63.41110
18903,63.32268
18953,62.15098
19005,63.89584
19054,59.67253
19104,57.46641
19154,59.40694
19203,58.65962
19254,55.37276
19304,58.20181
19354,57.83075
19404,59.73543
19454,59.73543
19520,61.97287
19554,62.61311
19604,67.59336
19654,70.11656
19704,67.63313
19754,66.95830
19804,65.99015
19854,61.27417
19904,64.43350
19954,64.79600
20004,62.48356
20054,62.99669
20104,64.22241
20154,62.01430
20204,67.02820
20254,64.59875
20304,65.23002
20354,68.29278
20404,68.32948
20454,62.39831
20517,65.71565
20554,70.70335
20604,62.23197
20654,58.92905
20704,65.16796
20754,64.13652
20809,60.92210
20853,45.88932
20904,56.66294
20954,57.36113
21004,63.31082
21054,68.59505
21104,64.61409
21154,55.08697
21205,62.75341
21253,62.30555
21304,57.50123
21354,58.30800
21405,66.11562
21454,65.13435
21504,68.65939
21566,68.35275
21610,64.09325
21654,63.16122
21703,69.92198
21753,69.74277
21803,73.07197
21853,68.10009
21903,66.36961
21954,62.33879
22005,65.34813
22054,68.75184
22104,66.80888
22154,66.40293
22204,68.78981
22254,68.42220
22304,66.51852
22354,61.62695
22404,68.25257
22454,64.09867
22504,64.85083
22565,61.69153
22604,61.05388
22654,67.42875
22704,65.27272
22754,66.80492
22804,64.43350
22853,64.61409
22903,68.69776
22954,75.72225
23006,76.15205
23054,72.22809
23104,69.38465
23154,65.38559
23204,64.31275
23255,65.63430
23304,66.11562
23354,65.94207
23406,66.07688
23454,70.61168
23504,73.34719
23567,72.83741
23604,71.16697
23654,71.10189
23704,66.91531
23753,64.84088
23803,63.44038
23854,61.50364
23904,60.32395
23954,60.03467
24004,61.24412
24054,62.94734
24105,64.25440
24154,63.57954
24204,68.37265
24254,61.47437
24304,64.67515
24354,64.56801
24406,66.40293
24454,68.74867
24503,66.55943
24567,63.32268
24604,63.73348
24654,68.45180
24704,68.35275
24753,68.24585
24803,68.43537
24853,64.92012
24903,66.77311
24953,63.84577
25004,64.16345
25053,64.36020
25104,69.90811
25154,64.87564
25204,66.03795
25253,64.92505
25304,68.03835
25354,78.41707
25404,84.42776
25454,74.62533
25504,68.59505
25566,71.27911
25604,72.89074
25654,67.77268
25704,77.90514
25753,75.58760
25803,67.65475
25854,66.95830
25904,66.90747
25955,64.30217
26004,62.65160
26053,65.47391
26105,65.14877
26154,64.65484
26204,62.43776
26253,60.67651
26303,57.34935
26353,64.67008
26403,68.80874
26454,67.84338
26504,65.75156
26554,65.23477
26638,63.03965
26654,60.58768
26704,67.07832
26753,61.20640
26803,68.54648
26853,74.72155
26903,73.45304
26954,77.30563
27004,79.78989
27054,70.08398
27105,68.11376
27154,64.34968
27204,68.78665
27254,66.98555
27304,70.32012
27354,67.46192
27404,68.29613
27453,71.40385
27504,71.94952
27553,67.38803
27615,71.20770
27656,71.01435
27703,66.78903
27754,69.84403
27804,71.23872
27854,66.79698
27903,67.05522
27953,69.46682
28004,68.00039
28054,65.88932
28104,67.69423
28154,67.61869
28203,78.60981
28254,70.33335
28304,69.04186
28353,66.64473
28404,68.53998
28454,66.82077
28504,67.70497
28555,68.90274
28616,69.25993
28654,66.98166
28705,72.11256
28754,72.12548
28804,69.08165
28853,69.21194
28904,71.40852
28954,69.57998
29004,69.75125
29054,70.45931
29106,67.79749
29154,68.22903
29205,66.23508
29254,68.79612
29304,68.63371
29354,65.83182
29404,69.62885
29454,66.69310
29504,69.68030
29554,71.70470
29614,74.10358
29654,69.81041
