time,steps
466,788
7466,790
8465,791
9467,793
10495,794
11465,796
12465,797
13466,799
14498,800
15520,802
16514,803
17515,805
18520,806
19521,808
20519,810
21567,811
22566,813
23569,814
24570,816
25566,818
26639,819
27616,821
28617,822
29615,824
30656,825
31665,827
32666,828
33668,830
34703,832
35671,833
36666,835
37665,836
38689,838
39670,840
40666,841
41665,843
42688,844
43666,846
44667,848
45674,849
46698,851
