time,azimuth
5,-107
54,-108
104,-93
154,-112
204,-108
255,-106
306,-108
354,-106
404,-110
466,-109
504,-110
554,-106
605,-104
654,-106
704,-108
755,-107
804,-105
854,-107
904,-110
954,-107
1003,-106
1053,-110
1104,-107
1155,-105
1204,-103
1254,-104
1304,-106
1354,-105
1404,-105
1466,-102
1505,-103
1554,-108
1604,-103
1654,-104
1704,-98
1754,-102
1804,-111
1854,-108
1904,-108
1955,-107
2006,-107
2055,-105
2106,-110
2155,-111
2204,-102
2254,-103
2305,-113
2354,-113
2404,-114
2493,-102
2506,-106
2554,-112
2604,-113
2654,-110
2703,-113
2754,-108
2805,-107
2854,-108
2904,-109
2954,-109
3004,-104
3055,-103
3105,-107
3155,-110
3205,-107
3255,-99
3304,-97
3355,-100
3405,-101
3469,-90
3505,-107
3554,-122
3604,-119
3655,-102
3704,-107
3755,-116
3804,-114
3854,-127
3904,-137
3954,-121
4004,-160
4053,-113
4103,-161
4155,-76
4205,-101
4254,10
4305,25
4355,28
4405,16
4468,95
4505,71
4555,88
4604,74
4654,91
4704,93
4755,88
4806,88
4855,69
4904,-63
4955,20
5005,11
5054,-60
5105,-119
5155,-119
5204,-110
5255,-112
5304,-100
5354,-116
5404,-113
5468,-115
5505,-112
5555,-114
5604,-114
5654,-121
5704,-115
5754,-116
5805,-127
5854,-140
5904,-137
5954,-125
6004,-111
6054,-116
6104,-112
6156,-107
6205,-97
6256,-125
6306,-152
6354,-124
6405,-124
6470,-124
6512,-122
6554,-120
6609,-112
6653,-125
6704,-119
6754,-116
6804,-119
6854,-121
6904,-126
6954,-125
7005,-121
7055,-115
7104,-112
7154,-117
7206,-50
7255,-3
7304,-36
7355,-94
7404,32
7466,77
7504,87
7554,87
7604,64
7655,47
7705,69
7754,59
7805,89
7854,50
7905,64
7955,-28
8005,43
8054,57
8105,41
8155,-136
8205,-130
8255,-112
8305,-127
8354,-124
8404,-111
8465,-129
8504,-131
8554,-131
8605,-136
8655,-127
8704,-117
8754,-113
8804,-120
8854,-114
8904,-99
8955,-113
9006,-124
9054,-125
9104,-121
9154,-113
9204,-113
9254,-119
9304,-123
9355,-119
9405,-116
9467,-119
9504,-119
9555,-123
9605,-123
9654,-123
9703,-121
9753,-119
9803,-109
9854,-49
9904,-58
9955,27
10004,-33
10054,86
10105,84
10154,25
10204,68
10256,78
10305,91
10355,86
10405,91
10469,73
10506,51
10554,70
10604,-35
10654,55
10704,-31
10754,-79
10804,-129
10854,-131
10905,-105
10955,-111
11005,-111
11054,-100
11105,-115
11155,-112
11205,-120
11255,-119
11305,-117
11355,-126
11405,-113
11464,-115
11504,-113
11554,-110
11605,-98
11655,-109
11705,-123
11754,-120
11805,-115
11855,-116
11904,-118
11955,-122
12005,-99
12055,-112
12104,-114
12154,-113
12205,-119
12254,-120
12305,-117
12354,-120
12404,-127
12465,-90
12504,-65
12554,-76
12604,-48
12655,-17
12704,47
12754,32
12806,89
12855,27
12905,76
12955,86
13004,60
13055,34
13105,56
13154,69
13207,60
13255,50
13304,30
13355,32
13405,31
13465,-140
13504,-129
13554,-133
13605,-125
13654,-116
13704,-116
13754,-110
13804,-104
13854,-117
13904,-126
13955,-131
14004,-132
14054,-130
14104,-118
14154,-120
14205,-119
14255,-109
14304,-112
14354,-124
14405,-141
14498,-140
14507,-133
14554,-130
14604,-130
14654,-132
14704,-121
14754,-121
14804,-125
14854,-125
14904,-128
14954,-133
15005,-133
15054,-140
15104,-146
15153,-157
15204,-116
15254,-100
15304,-53
15356,-44
15406,4
15455,15
15519,-8
15555,99
15604,53
15655,54
15704,13
15754,-20
15804,23
15854,19
15904,19
15955,27
16004,7
16057,40
16105,-104
16154,-138
16205,-140
16254,-140
16304,-135
16354,-132
16405,-115
16454,-116
16514,-132
16555,-136
16605,-152
16654,-137
16705,-122
16755,-125
16804,-121
16855,-118
16905,-95
16954,-108
17005,-136
17055,-150
17105,-132
17155,-128
17204,-131
17255,-140
17305,-142
17354,-146
17405,-130
17455,-130
17515,-134
17555,-138
17604,-142
17654,-145
17705,-145
17754,-148
17805,-154
17856,-159
17904,-160
17955,-161
18005,-164
18054,-180
18105,-176
18155,171
18205,173
18254,166
18305,174
18355,137
18405,128
18455,116
18520,115
18556,111
18604,93
18653,85
18704,80
18753,84
18803,80
18855,79
18904,75
18954,73
19006,73
19055,63
19105,64
19154,65
19204,74
19255,84
19305,75
19354,73
19405,53
19455,44
19521,52
19555,64
19605,99
19654,161
19705,-164
19754,-156
19805,-136
19855,-119
19904,-111
19955,-130
20005,-126
20055,-126
20105,-142
20155,-122
20204,-100
20255,-106
20304,-103
20355,-100
20405,179
20455,123
20519,35
20555,18
20605,40
20655,55
20705,61
20754,59
20810,61
20854,52
20904,60
20954,58
21004,47
21054,53
21104,57
21154,59
21205,73
21254,72
21305,61
21355,58
21406,64
21454,56
21505,61
21567,66
21611,60
21655,61
21704,61
21754,56
21804,47
21854,34
21903,46
21955,93
22005,81
22055,146
22105,125
22154,-165
22205,-146
22254,-121
22304,-120
22354,-103
22404,-114
22455,-57
22505,-53
22566,-99
22604,-110
22654,-132
22704,-125
22754,-126
22805,177
22854,156
22904,116
22954,91
23007,90
23055,91
23105,50
23155,49
23205,106
23255,77
23304,73
23355,74
23407,87
23455,76
23505,72
23568,77
23605,77
23655,81
23704,87
23754,116
23803,83
23854,84
23904,84
23955,77
24004,83
24055,74
24105,79
24155,77
24204,80
24254,67
24305,82
24355,58
24407,49
24454,35
24504,50
24568,113
24605,133
24654,114
24705,97
24754,-136
24804,-95
24854,-77
24904,-63
24953,-66
25005,-53
25054,-69
25104,-85
25155,-83
25205,-75
25254,-73
25305,-63
25354,-79
25404,-16
25454,-47
25504,60
25566,66
25605,53
25654,64
25705,74
25754,81
25804,78
25855,84
25904,68
25956,73
26004,83
26054,79
26106,52
26155,74
26205,66
26254,86
26304,94
26354,87
26404,86
26455,77
26505,75
26554,68
26638,76
26654,77
26704,71
26754,68
26804,76
26854,87
26903,-5
26955,13
27004,35
27054,60
27105,44
27155,23
27204,-157
27255,-163
27304,-90
27355,-126
27407,-106
27454,-79
27505,-30
27554,-21
27615,-59
27657,-74
27704,-84
27754,-86
27804,-76
