time,strength,level,source
466,99,4,gsm
2493,99,4,gsm
6470,99,4,gsm
9467,99,4,gsm
11464,99,4,gsm
14498,99,4,gsm
19521,99,4,gsm
20519,99,4,gsm
24570,99,4,gsm
27616,99,4,gsm
29615,99,4,gsm
31665,99,4,gsm
36666,99,4,gsm
38688,99,4,gsm
41665,99,4,gsm
45674,99,4,gsm
47665,99,4,gsm
