time,azimuth
50,-52
97,-53
162,-51
199,-52
247,-51
298,-52
347,-53
397,-52
447,-52
497,-52
548,-54
597,-52
647,-52
697,-50
747,-52
797,-52
847,-51
897,-53
948,-52
997,-52
1048,-52
1097,-52
1159,-52
1198,-53
1248,-51
1297,-52
1347,-53
1398,-52
1447,-53
1498,-52
1547,-52
1598,-52
1649,-53
1697,-53
1747,-54
1797,-53
1847,-53
1897,-52
1948,-53
1997,-52
2049,-53
2098,-52
2147,-52
2209,-52
2248,-52
2297,-52
2347,-52
2398,-53
2448,-52
2497,-52
2547,-52
2597,-53
2647,-52
2697,-54
2747,-52
2797,-52
2847,-53
2897,-53
2947,-53
2998,-50
3047,-53
3097,-54
3148,-53
3209,-53
3249,-52
3298,-53
3348,-53
3397,-53
3447,-52
3497,-53
3548,-53
3597,-53
3647,-54
3698,-53
3748,-52
3799,-52
3849,-53
3897,-53
3947,-54
3997,-54
4047,-52
4098,-53
4147,-52
4235,-54
4247,-53
4297,-53
4347,-52
4397,-52
4447,-54
4497,-53
4547,-54
4597,-53
4648,-52
4697,-53
4747,-53
4797,-52
4847,-54
4897,-54
4948,-54
4997,-53
5047,-53
5098,-52
5147,-53
5210,-53
5248,-53
5298,-53
5348,-54
5398,-51
5447,-53
5497,-54
5547,-53
5597,-52
5647,-52
5697,-52
5747,-55
5798,-54
5847,-54
5897,-53
5947,-53
5997,-54
6047,-52
6097,-55
6147,-53
6198,-53
6263,-53
6297,-53
6348,-52
6397,-53
6448,-53
6497,-53
6547,-54
6597,-52
6647,-51
6698,-52
6748,-53
6798,-53
6849,-53
6897,-53
6947,-52
7000,-53
7048,-53
7099,-52
7147,-52
7197,-52
7247,-52
7311,-52
7348,-53
7397,-52
7448,-53
7498,-52
7547,-53
7598,-53
7648,-53
7697,-52
7748,-53
7797,-52
7847,-52
7898,-53
7948,-53
7998,-54
8048,-52
8097,-54
8148,-52
8197,-53
8247,-53
8351,-54
8356,-54
8399,-54
8448,-52
8498,-53
8548,-54
8597,-52
8648,-52
8697,-53
8748,-53
8799,-54
8847,-52
8898,-53
8948,-54
8998,-54
9048,-53
9098,-53
9148,-53
9198,-52
9247,-53
9313,-53
9411,-52
9449,-52
9497,-52
9548,-53
9597,-53
9648,-52
9697,-53
9748,-53
9798,-52
9847,-53
9898,-54
9947,-51
9998,-53
10049,-52
10099,-53
10149,-53
10197,-52
10248,-52
10297,-52
10361,-51
10399,-52
10448,-52
10497,-53
10547,-54
10598,-54
10649,-54
10698,-54
10747,-47
10798,-40
10848,-33
10898,-36
10948,-33
10998,-31
11049,-31
11098,-31
11148,-32
11198,-33
11248,-35
11297,-38
11361,-41
11397,-44
11450,-51
11497,-36
11548,-53
11598,-47
11647,-52
11698,-47
11749,-54
11797,-47
11847,-40
11898,-33
11947,-30
11998,-25
12048,-22
12098,-19
12148,-18
12197,-23
12248,-26
12297,-36
12397,-38
12404,-44
12447,-44
12498,-45
12547,-45
12598,-50
12648,-49
12697,-49
12749,-43
12797,-46
12848,-28
12898,-27
12948,-22
12998,-20
13047,-19
13098,-21
13148,-26
13198,-29
13247,-34
13298,-40
13348,-39
13410,-50
13449,-34
13498,-50
13547,-45
13599,-50
13648,-48
13698,-51
13748,-52
13797,-49
13848,-47
13897,-43
13948,-41
13998,-39
14048,-36
14097,-33
14148,-33
14197,-34
14247,-35
14298,-36
14347,-40
14420,-46
14451,-48
14498,-45
14550,-60
14598,-67
14647,-60
14697,-62
14748,-65
14797,-62
14847,-55
14898,-47
14947,-45
14998,-50
15047,-58
15098,-69
15147,-66
15198,-65
15249,-78
15298,-67
15347,-67
15398,-52
15462,-42
15497,-32
15548,-32
15597,-21
15648,-14
15697,-18
15748,-31
15797,-39
15848,-56
15897,-60
15948,-73
15997,-70
16048,-65
16099,-75
16147,-64
16198,-70
16248,-72
16297,-62
16348,-52
16397,-44
16462,-36
16499,-33
16547,-31
16601,-28
16648,-27
16697,-32
16747,-37
16798,-46
16849,-57
16899,-63
16947,-62
16998,-65
17048,-64
17098,-69
17147,-72
17198,-65
17247,-68
17297,-62
17348,-63
17398,-60
17462,-58
17497,-58
17548,-56
17597,-55
17648,-56
17697,-54
17748,-56
17797,-78
17847,-49
17898,-68
17947,-81
17998,-53
18047,-39
18098,-31
18147,-20
18197,-16
18248,-12
18298,-15
18348,-16
18397,-18
18461,-22
18497,-34
18548,-35
18597,-35
18648,-47
18697,-38
18748,-53
18798,-50
18848,-51
18897,-45
18948,-42
18998,-36
19048,-25
19098,-19
19147,-15
19198,-17
19248,-23
19298,-26
19347,-35
19398,-38
19448,-43
19509,-40
19548,-45
19598,-43
19648,-46
19698,-48
19747,-49
19798,-47
19848,-43
19898,-37
19948,-32
19998,-26
20048,-20
20097,-13
20148,-13
20202,-19
20248,-21
20297,-30
20348,-38
20398,-40
20447,-44
20510,-44
20555,-44
20598,-44
20648,-44
20697,-45
20748,-51
20797,-50
20847,-47
20898,-45
20947,-42
20998,-38
21047,-36
21098,-34
21148,-33
21197,-33
21248,-32
21300,-29
21347,-29
21398,-28
21448,-27
21512,-28
21547,-27
21599,-25
21647,-25
21698,-25
21747,-25
21798,-31
21848,-37
21898,-46
21947,-65
21998,-62
22048,-59
22098,-63
22147,-57
22198,-52
22249,-53
22297,-40
22348,-42
22398,-34
22448,-38
22509,-40
22548,-49
22598,-57
22648,-72
22697,-59
22748,-65
22798,-72
22847,-59
22898,-52
22948,-31
22998,-27
23048,-19
23098,-22
23147,-21
23198,-33
23247,-39
23298,-58
23348,-67
23397,-71
23449,-72
23511,-75
23550,-74
23597,-76
23649,-71
23697,-70
23747,-71
23797,-68
23848,-65
23897,-52
23948,-46
23998,-36
24048,-30
24098,-24
24148,-15
24201,-13
24248,-21
24298,-31
24348,-48
24398,-55
24448,-61
24497,-66
24562,-73
24598,-72
24648,-66
24697,-77
24748,-74
24798,-73
24847,-71
24898,-67
24947,-61
24998,-56
25047,-52
25098,-49
25148,-48
25197,-45
25248,-43
25297,-36
25348,-37
25397,-36
25448,-34
25497,-38
25549,-42
25610,-42
25648,-44
25697,-43
25748,-44
25798,-41
25847,-43
25898,-45
25948,-47
25998,-42
26047,-46
26098,-48
26148,-46
26198,-46
26248,-48
26298,-50
26347,-52
26398,-53
26447,-63
26498,-60
26549,-60
26610,-58
26648,-58
26698,-59
26748,-59
26798,-61
26853,-60
26897,-59
26948,-57
26997,-58
27047,-64
27097,-60
27148,-60
27198,-59
27248,-62
27297,-61
27347,-60
