time,dB(SPL)
49,70.51385
96,69.51342
161,75.22352
198,72.69962
247,72.50007
297,73.02362
346,63.36405
397,54.23614
447,52.90845
497,69.70307
547,70.98007
596,71.88343
646,70.43583
696,68.35607
746,60.45681
796,60.34901
846,71.30278
897,73.55579
947,74.18031
997,75.00862
1047,69.60589
1097,68.20880
1159,72.92219
1197,68.87464
1247,64.59364
1296,69.42877
1347,68.85900
1397,72.45671
1447,72.65319
1497,70.32806
1546,73.83224
1597,72.21959
1648,64.28628
1696,61.63415
1746,74.11385
1796,73.01004
1847,71.21487
1897,73.76127
1947,71.99984
1997,68.57889
2047,82.02256
2097,74.97771
2147,79.52883
2208,84.43871
2247,75.56592
2297,80.30552
2347,70.79657
2398,78.42853
2447,77.78603
2496,71.13811
2547,66.79300
2596,70.56805
2646,71.02900
2697,73.14494
2747,72.32741
2796,63.48120
2847,67.13581
2897,68.37597
2947,67.87852
2997,70.20822
3047,69.12124
3097,63.81224
3147,62.68992
3209,68.13080
3248,63.46373
3297,60.78828
3348,67.81870
3397,70.66527
3446,70.96041
3497,69.71727
3547,66.17129
3597,64.55259
3647,68.33614
3697,71.45279
3747,73.33036
3797,73.89035
3849,71.22680
3897,68.07613
3947,68.45508
3997,68.51068
4047,68.94626
4097,64.87564
4146,69.24496
4209,72.42560
4247,74.40815
4297,71.98893
4347,71.83464
4397,59.54532
4447,25.57507
4497,25.57507
4546,25.57507
4597,25.57507
4647,30.62958
4696,25.57507
4746,25.57507
4796,25.57507
4847,25.57507
4897,26.44439
4947,26.44439
4996,25.57507
5047,30.88136
5097,25.57507
5147,26.84845
5210,25.57507
5248,25.57507
5297,30.62958
5347,25.57507
5397,38.38156
5446,38.16970
5497,40.08643
5547,33.80392
5597,34.15140
5647,30.37028
5697,34.15140
5747,45.15357
5797,57.85302
5846,67.86448
5896,71.67757
5946,73.37889
5996,76.60407
6047,75.93842
6097,76.80338
6146,73.04493
6197,71.08978
6262,75.34757
6297,74.05894
6347,72.40480
6397,71.57049
6447,68.95866
6496,68.16141
6547,67.03206
6596,67.31350
6647,69.69454
6697,67.68348
6747,65.53842
6797,56.02807
6848,58.64948
6896,54.74385
6947,62.75973
6998,66.92315
7047,72.16624
7097,70.60399
7147,71.17897
7197,69.01114
7246,71.80792
7310,72.46085
7347,70.53195
7397,70.35447
7447,68.34279
7497,61.40076
7547,61.93820
7597,63.68815
7647,65.29163
7697,63.57954
7747,67.25719
7797,68.60473
7846,70.14362
7897,70.38606
7947,72.45464
7997,68.70733
8047,69.37876
8097,68.38589
8147,69.57422
8197,69.68600
8246,68.43208
8313,66.82869
8356,67.45824
8398,66.70916
8447,67.96227
8497,68.07270
8547,69.41996
8597,66.66895
8647,68.73915
8697,68.36271
