time,USER,SYSTEM,IOW,IRQ
162,37,17,17,1
1159,37,17,17,1
2209,37,17,17,1
3209,37,17,17,1
4235,37,13,6,0
5210,37,13,6,0
6263,37,13,6,0
7311,37,13,6,0
8353,39,10,13,0
9313,39,10,13,0
10361,39,10,13,0
11361,39,10,13,0
12398,36,16,0,0
13411,36,16,0,0
14421,36,16,0,0
15462,36,16,0,0
16462,36,14,0,0
17462,36,14,0,0
18461,36,14,0,0
19509,36,14,0,0
20511,36,15,0,0
21513,36,15,0,0
22509,36,15,0,0
23511,36,15,0,0
24562,35,16,3,0
25610,35,16,3,0
26611,35,16,3,0
