time,strength,level,source
262,99,4,gsm
3260,99,4,gsm
6261,99,4,gsm
9262,99,4,gsm
12263,99,4,gsm
16288,99,4,gsm
19309,99,4,gsm
21417,99,4,gsm
25510,99,4,gsm
27509,99,4,gsm
30516,99,4,gsm
34508,99,4,gsm
36540,99,4,gsm
39558,99,4,gsm
43615,99,4,gsm
45610,99,4,gsm
47607,99,4,gsm
