time,hPa
770,998.67114
1768,998.67114
2769,998.67114
3768,998.68109
4776,998.68109
5769,998.69110
6773,998.68109
7767,998.70111
8768,998.70111
9769,998.70111
10774,998.69110
11769,998.68109
12768,998.67584
13824,998.67114
14817,998.69110
15819,998.69110
16817,998.69702
17853,998.71106
18822,998.71106
19820,998.72107
20817,998.71106
21857,998.71106
22821,998.70111
23870,998.70111
24869,998.71106
25879,998.71106
26869,998.70111
27867,998.71106
28869,998.71106
