time,azimuth
6,-66
57,-59
106,-58
156,-57
206,-59
256,-59
305,-58
355,-57
406,-56
456,-56
505,-54
556,-53
606,-53
655,-51
706,-52
770,-52
805,-52
857,-51
909,-52
956,-52
1005,-51
1055,-53
1105,-51
1155,-52
1205,-52
1255,-51
1305,-52
1356,-51
1405,-52
1456,-53
1505,-52
1556,-53
1605,-50
1656,-51
1705,-51
1768,-51
1805,-51
1855,-51
1906,-51
1956,-51
2005,-51
2056,-52
2105,-51
2156,-52
2206,-52
2256,-51
2305,-52
2356,-51
2408,-52
2455,-52
2507,-52
2556,-52
2605,-52
2656,-54
2705,-53
2769,-51
2806,-52
2855,-53
2905,-53
2956,-52
3006,-52
3055,-52
3106,-52
3155,-52
3206,-53
3256,-52
3306,-52
3356,-53
3405,-53
3456,-54
3506,-51
3555,-50
3606,-53
3656,-52
3706,-53
3768,-52
3806,-53
3857,-52
3905,-52
3956,-53
4005,-52
4056,-53
4105,-52
4156,-53
4205,-52
4257,-53
4306,-52
4356,-53
4405,-52
4456,-52
4506,-51
4556,-52
4605,-52
4657,-51
4706,-53
4776,-53
4806,-51
4855,-51
4906,-52
4956,-52
5005,-51
5055,-52
5106,-52
5156,-53
5205,-52
5256,-51
5306,-51
5356,-52
5406,-52
5456,-52
5506,-52
5556,-51
5607,-52
5655,-52
5706,-53
5769,-54
5809,-54
5855,-51
5905,-53
5955,-53
6006,-53
6055,-52
6105,-54
6155,-53
6205,-52
6257,-52
6306,-53
6355,-53
6406,-52
6455,-51
6506,-52
6555,-52
6606,-53
6655,-52
6706,-52
6767,-52
6805,-52
6857,-52
6905,-53
6955,-52
7006,-53
7056,-53
7105,-53
7157,-53
7206,-55
7256,-53
7305,-53
7355,-53
7406,-54
7455,-54
7506,-54
7556,-52
7605,-53
7656,-53
7705,-54
7767,-53
7806,-53
7855,-54
7906,-54
7956,-54
8005,-54
8056,-55
8106,-54
8155,-54
8206,-55
8256,-55
8306,-54
8355,-55
8406,-53
8456,-55
8505,-54
8555,-53
8606,-53
8655,-53
8705,-53
8768,-54
8806,-54
8855,-53
8905,-53
8955,-54
9006,-54
9055,-53
9105,-55
9156,-53
9205,-53
9256,-55
9305,-53
9356,-54
9405,-54
9455,-53
9506,-54
9556,-54
9606,-54
9656,-54
9706,-54
9769,-54
9807,-54
9855,-54
9906,-55
9955,-53
10006,-53
10055,-52
10106,-51
10157,-52
10205,-50
10256,-53
10305,-54
10356,-55
10406,-57
10455,-61
10505,-61
10555,-63
10606,-62
10655,-60
10706,-60
10774,-61
10805,-60
10856,-61
10906,-63
10956,-64
11006,-67
11055,-68
11106,-69
11155,-66
11205,-65
11256,-63
11305,-61
11356,-60
11405,-64
11456,-68
11506,-72
11555,-72
11606,-73
11656,-77
11706,-77
11769,-71
11805,-72
11856,-72
11906,-75
11956,-75
12005,-71
12057,-73
12105,-72
12156,-68
12206,-65
12255,-54
12306,-38
12356,-33
12405,-47
12455,-62
12505,-70
12555,-72
12608,-74
12658,-72
12705,-77
12768,-73
12806,-75
12855,-72
12906,-77
12955,-75
13005,-79
13056,-78
13105,-73
13156,-71
13206,-62
13255,-47
13306,-29
13356,-9
13405,5
13480,0
13506,-6
13557,-16
13605,-40
13656,-61
13705,-70
13756,-72
13824,-74
13856,-75
13906,-74
13956,-81
14005,-81
14056,-79
14106,-78
14155,-79
14205,-79
14256,-75
14305,-72
14356,-69
14405,-71
14456,-70
14505,-70
14556,-68
14605,-65
14656,-66
14706,-63
14755,-67
14817,-60
14855,3
14905,4
14956,-15
15005,-15
15056,-10
15105,-6
15156,-6
15206,-12
15255,-20
15306,-16
15355,-17
15406,-18
15455,-21
15505,-24
15556,-26
15606,-31
15655,-32
15705,-34
15756,-32
15819,-36
15856,-42
15906,-38
15956,-41
16005,-45
16055,-50
16106,-47
16156,-45
16205,-44
16256,-40
16305,-32
16356,-27
16406,-23
16455,-26
16505,-30
16555,-34
16606,-48
16655,-49
16705,-47
16756,-38
16817,-53
16856,-45
16905,-54
16955,-50
17005,-52
17056,-45
17106,-41
17155,-31
17206,-25
17255,-16
17306,-13
17355,-13
17406,-18
17455,-23
17506,-28
17556,-29
17605,-33
17655,-34
17706,-40
17755,-43
17853,-46
17862,-46
17905,-39
17956,-51
18006,-49
18055,-48
18106,-45
18156,-42
18206,-38
18255,-34
18306,-32
18355,-28
18405,-25
18456,-27
18505,-26
18556,-23
18606,-24
18655,-24
18706,-22
18755,-22
18822,-25
18855,-27
18908,-27
18955,-32
19006,-28
19055,-24
19105,-23
19155,-25
19205,-25
19255,-26
19306,-26
19355,-32
19406,-29
19455,-43
19506,-47
19555,-49
19606,-48
19655,-47
19705,-49
19756,-55
19820,-54
19856,-54
19906,-59
19955,-62
20006,-62
20055,-64
20105,-65
20155,-66
20205,-66
20255,-65
20306,-64
20355,-68
20406,-67
20458,-69
20506,-67
20556,-79
20605,-73
20656,-82
20705,-67
20756,-72
20817,-77
20864,-78
20905,-68
20955,-66
21005,-47
21056,-26
21105,-10
21156,-21
21205,-26
21256,-50
21305,-50
21358,-64
21405,-67
21455,-70
21506,-73
21555,-74
21606,-78
21655,-64
21706,-76
21756,-55
21857,-76
21866,-81
21906,-78
21955,-65
22006,-54
22055,-45
22105,-33
22155,-32
22205,-38
22255,-44
22306,-59
22355,-63
22406,-68
22455,-72
22506,-75
22556,-74
22605,-75
22656,-76
22705,-76
22755,-76
22821,-76
22856,-76
22905,-76
22955,-76
23006,-76
23055,-58
23106,-48
23156,-40
23206,-36
23256,-36
23306,-36
23355,-41
23405,-43
23456,-42
23505,-44
23556,-42
23605,-29
23655,-18
23706,-14
23756,-12
23806,-12
23870,-14
23906,-17
23955,-20
24006,-20
24055,-20
24105,-26
24156,-29
24207,-32
24259,-37
24305,-36
24356,-36
24406,-33
24457,-34
24505,-33
24555,-34
24605,-34
24655,-35
24705,-35
24756,-35
24805,-41
24868,-42
24906,-40
24955,-46
25006,-43
25056,-49
25107,-52
25155,-50
25205,-49
25256,-45
25306,-44
25356,-39
25405,-36
25456,-29
25506,-22
25556,-18
25607,-22
25656,-24
25705,-32
25756,-34
25806,-41
25879,-46
25924,-46
25957,-46
26005,-47
26056,-46
26106,-41
26155,-36
26206,-51
26256,-53
26306,-55
26356,-50
26406,-48
26456,-42
26505,-34
26556,-28
26605,-23
26656,-18
26705,-20
26756,-24
26812,-30
26868,-35
26906,-35
26956,-44
27005,-44
27056,-44
27105,-45
27156,-44
27206,-49
27255,-51
27306,-51
27355,-55
27407,-49
27456,-48
27507,-44
27558,-41
27606,-40
27656,-40
27705,-40
27755,-36
27806,-36
27867,-34
27905,-32
27956,-31
28006,-31
28056,-28
28105,-23
28156,-23
28206,-21
28255,-21
28306,-20
28355,-20
28406,-22
28456,-22
28505,-21
28557,-22
28606,-23
28655,-23
28705,-23
28756,-22
28805,-23
28869,-24
28906,-24
28955,-22
29006,-22
29055,-24
29105,-23
