time,dB(SPL)
5,25.57507
56,25.57507
106,50.73117
155,66.41953
205,71.34288
255,66.87211
305,26.44439
355,25.57507
405,30.88136
455,25.57507
505,25.57507
556,25.57507
605,25.57507
655,25.57507
705,25.57507
769,26.84845
804,25.57507
855,30.62958
908,27.95880
955,25.57507
1004,30.62958
1055,30.88136
1105,25.57507
1154,25.57507
1204,25.57507
1255,33.97940
1304,29.24796
1355,30.37028
1405,29.54243
1455,28.62728
1505,38.98780
1555,30.62958
1605,30.62958
1655,30.88136
1705,25.57507
1768,25.57507
1805,25.57507
1855,30.62958
1905,28.62728
1955,30.37028
2005,25.57507
2055,30.62958
2105,31.82129
2156,29.24796
2205,25.57507
2255,25.57507
2304,26.44439
2355,40.82785
2405,36.52150
2455,31.59567
2506,25.57507
2555,25.57507
2605,25.57507
2655,30.62958
2704,25.57507
2767,30.62958
2805,25.57507
2855,29.24796
2904,25.57507
2955,30.62958
3005,28.29947
3054,26.84845
3105,33.97940
3154,25.57507
3205,33.25516
3255,30.37028
3305,30.62958
3355,33.06425
3405,29.54243
3455,40.25674
3505,61.56914
3555,62.34543
3605,76.27696
3655,76.67187
3705,63.64258
3767,73.53570
3805,76.85343
3856,76.85842
3904,78.73229
3955,71.83464
4005,60.07782
4056,57.98546
4105,54.85450
4155,60.22295
4205,55.22352
4257,30.88136
4305,26.44439
4355,28.62728
4405,25.57507
4455,26.84845
4505,25.57507
4555,25.57507
4605,29.54243
4656,25.57507
4705,25.57507
4775,34.48552
4805,40.74853
4855,25.57507
4905,25.57507
4955,25.57507
5005,25.57507
5055,26.44439
5106,26.84845
5155,25.57507
5205,29.82723
5255,25.10545
5306,25.57507
5356,30.62958
5405,25.57507
5455,27.95880
5505,41.06157
5555,30.88136
5607,25.57507
5654,33.44196
5705,33.44196
5769,25.57507
5808,28.29947
5855,25.57507
5904,33.25516
5955,30.62958
6005,30.37028
6055,35.26856
6105,27.23456
6154,30.62958
6205,30.62958
6256,34.64788
6305,26.44439
6354,26.84845
6405,30.62958
6454,26.44439
6505,36.90196
6555,38.27628
6605,33.44196
6654,35.70660
6705,40.17200
6766,32.46499
6805,33.80392
6856,55.11750
6904,51.52683
6955,49.39644
7005,34.15140
7055,34.15140
7105,39.46256
7156,38.16970
7205,34.15140
7255,36.39088
7305,33.06425
7354,32.66937
7405,25.57507
7455,37.84189
7505,27.23456
7555,30.62958
7605,30.62958
7655,25.57507
7705,39.91270
7766,38.16970
7805,31.82129
7855,26.44439
7905,36.77698
7955,25.57507
8005,30.62958
8055,30.62958
8105,30.62958
8155,39.82452
8205,37.84189
8255,30.62958
8305,36.52150
8355,30.62958
8405,32.46499
8455,33.97940
8505,37.02517
8554,30.37028
8605,36.77698
8655,30.62958
8704,36.39088
8767,36.39088
8805,33.97940
8855,33.06425
8905,25.57507
8955,38.16970
9005,25.57507
9054,37.72981
9105,30.88136
9155,33.25516
9205,25.10545
9255,39.91270
9305,33.06425
9355,30.62958
9405,25.57507
9454,30.37028
9505,33.97940
9556,30.88136
9606,39.82452
9655,36.39088
9705,36.39088
9768,30.88136
9807,30.62958
9854,31.82129
9905,36.39088
9955,30.62958
10005,34.64788
10055,33.80392
10104,30.88136
10155,36.25827
10204,37.50123
10255,47.99347
10305,44.60898
10355,30.62958
10405,60.42379
10455,77.91287
10505,52.64915
10554,45.93330
10605,30.62958
10654,34.64788
10705,41.13810
10771,32.66937
10805,26.44439
10856,59.43479
10905,44.45433
10955,60.57955
11005,58.64948
11054,51.61850
11105,49.21796
11155,46.06392
11204,25.57507
11255,57.17074
11305,40.00000
11355,29.54243
11405,45.39026
11455,48.65939
11505,60.23141
11555,73.87102
11605,64.76092
11655,72.66937
11705,74.62049
11768,75.15551
11804,56.52150
11855,65.80069
11905,48.65939
11955,50.65509
12005,33.25516
12055,27.95880
12105,27.23456
12155,26.84845
12205,53.14112
12255,54.63178
12305,30.88136
12355,26.44439
12405,25.57507
12454,37.95254
12505,45.15357
12554,51.70921
12607,46.44439
12657,52.21320
12705,43.46373
12767,31.82129
12805,25.57507
12855,25.57507
12905,25.57507
12955,28.62728
13004,26.44439
13055,29.24796
13105,30.37028
