time,USER,SYSTEM,IOW,IRQ
770,41,31,10,0
1768,43,17,15,0
2769,43,17,15,0
3768,43,17,15,0
4776,43,17,15,0
5770,39,15,0,0
6774,39,15,0,0
7767,39,15,0,0
8768,39,15,0,0
9769,39,13,1,0
10774,39,13,1,0
11769,39,13,1,0
12769,39,13,1,0
13824,37,19,11,0
14817,37,19,11,0
15819,37,19,11,0
16817,37,19,11,0
17857,38,16,5,0
18822,38,16,5,0
19820,38,16,5,0
20817,38,16,5,0
21857,38,15,14,0
22822,38,15,14,0
23870,38,15,14,0
24869,38,15,14,0
25879,41,20,13,0
26869,41,20,13,0
27867,41,20,13,0
28870,41,20,13,0
