time,strength,level,source
770,99,3,gsm
2769,99,3,gsm
5769,99,3,gsm
7767,99,3,gsm
10774,99,3,gsm
13824,99,3,gsm
15819,99,3,gsm
20817,99,3,gsm
21857,99,3,gsm
25879,99,3,gsm
28870,99,4,gsm
