time,lx
39,1.00000
89,1.00000
139,1.00000
189,1.00000
240,1.00000
289,1.00000
339,1.00000
389,1.00000
439,1.00000
489,1.00000
538,1.00000
601,1.00000
639,1.00000
689,1.00000
739,1.00000
789,1.00000
839,1.00000
889,1.00000
940,0.04823
989,0.04823
1039,0.95181
1088,0.95181
1139,0.04819
1188,0.04819
1238,0.00000
1289,0.00000
1341,0.00000
1389,0.00000
1439,0.00000
1489,0.00000
1539,0.95036
1590,0.95036
1652,1.00000
1691,1.00000
1739,0.05180
1789,0.05180
1839,0.00000
1889,0.00000
1941,0.00000
1989,0.00000
2039,0.00000
2089,0.00000
2139,0.00000
2189,0.94768
2240,0.94768
2289,0.04866
2340,0.04866
2388,0.00000
2439,0.00000
2489,0.95177
2539,0.95177
2589,0.05988
2652,0.05988
2689,0.00000
2739,0.00000
2801,0.00000
2840,0.00000
2889,0.00000
2939,0.00000
2989,0.00000
3040,0.00000
3090,0.00000
3139,0.00000
3190,0.00000
3239,0.00000
3290,0.00000
3340,0.00000
3389,0.00000
3439,0.00000
3489,0.00000
3539,0.00000
3590,0.00000
3655,0.00000
3689,0.00000
3739,0.00000
3789,0.00000
3839,0.00000
3890,0.00000
3939,0.00000
3990,0.00000
4040,0.00000
4090,0.95152
4140,0.95152
4189,0.04936
4240,0.04936
4289,0.00000
4339,0.00000
4389,0.94821
4440,0.94821
4489,0.05006
4540,0.05006
4589,0.95085
4660,0.95085
4689,0.05879
4741,0.05879
4790,0.94490
4839,0.94490
4889,0.04880
4940,0.04880
4990,0.00000
5040,0.00000
5089,0.00000
5139,0.00000
5190,0.00000
5239,0.93745
5289,0.93745
5340,0.04951
5389,0.00000
5439,0.00000
5489,0.95123
5539,0.95123
5589,1.00000
5652,1.00000
5689,1.00000
5739,1.00000
5791,0.04851
5839,0.04851
5889,0.00000
5939,0.00000
5989,0.93747
6039,0.93747
6089,0.05301
6139,0.05301
6189,0.95102
6238,0.95102
6288,0.95102
6340,1.00000
6390,1.00000
6439,1.00000
6489,1.00000
6539,1.00000
6590,0.04976
6668,0.04976
6690,0.00000
6746,0.00000
6789,0.00000
6838,0.95123
6889,0.05934
6939,0.05934
6989,0.95036
7039,0.95036
7089,0.04823
7140,0.04823
7190,0.95152
7240,0.95152
7289,0.95152
7340,1.00000
7390,1.00000
7440,0.05220
7489,0.05220
